"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","On loan","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"M. Bennett","England 4.","Harrogate Town","CF","29","375000","2027-06-30","9","344","0","1.1","0","0.06","England","right","178","no","4.97","4.19","68.75","25.64","34.69","0.26","2.89","0","0.29","0","3","0.78","33.33","0","0.26","0","1.05","25","8.11","12.9","2.88","0.26","0","14.91","63.16","6.02","56.52","0.52","0","0.01","0","0.26","1.57","50","0.52","0","0.26","2.35","66.67","","","0","0","","",""
"M. Clark","England 4.","Fleetwood Town","LWB, LW, RB","26","200000","2026-06-30","6","340","0","0.35","0","0.16","England","right","173","yes","7.68","5.56","66.67","5.03","57.89","0","4.22","0","0.09","0","7","1.85","0","0","4.5","29.41","3.97","60","7.41","50","2.91","4.24","0.53","38.38","75.86","13.24","66","4.76","50","0.04","0","0.26","5.56","66.67","4.5","47.06","1.59","10.32","76.92","","","0","0","","",""
"R. Akachukwu","England 4.","Colchester United","LAMF, AMF","19","0","2026-05-31","6","339","0","0.69","0","0.11","Republic of Ireland","right","0","yes","6.37","6.11","43.48","6.64","32","0","5.83","0","0.18","0","7","1.86","0","0","0.27","0","3.98","66.67","11.15","50","2.92","1.33","0","26.81","88.12","6.11","78.26","1.33","20","0.03","0.8","0.27","2.39","66.67","1.33","60","1.33","2.39","88.89","","","0","0","","",""
"D. Cashman","England 4.","Crawley Town","LWB, LB, LW","25","0","2027-06-30","5","336","0","0.71","0","0.49","England","right","170","no","4.29","5.36","55","2.68","0","0","2","0","0.19","0","3","0.8","33.33","0","1.88","57.14","1.88","42.86","5.09","42.11","2.41","1.88","0","25.98","76.29","5.63","80.95","2.41","33.33","0.13","0","0.27","2.14","62.5","1.61","83.33","0.8","6.43","70.83","","","0","0","","",""
"T. Brenan","England 4.","Harrogate Town","RCMF, AMF","19","0","2028-06-30","5","336","1","0.26","0","0.13","England","unknown","0","yes","6.16","3.21","66.67","2.41","55.56","0.27","5.68","0.27","0.07","0","6","1.61","16.67","16.667","0.27","100","1.88","28.57","10.71","42.5","1.34","2.68","0.27","39.64","81.76","7.77","62.07","3.48","46.15","0.03","0.27","0.54","3.75","71.43","1.61","50","0.54","4.55","58.82","","","0","0","","",""
"O. Devonport","England 4.","Fleetwood Town U21","CF","21","0","2026-06-30","9","336","0","0.57","0","0.02","England","unknown","0","no","3.75","2.14","50","20.63","36.36","0","4.35","0","0.15","0","6","1.61","33.33","0","0.8","66.67","1.07","50","9.11","23.53","4.55","0.27","0","20.89","70.51","5.63","61.9","0","0","0.01","0","0","2.14","75","1.07","50","0.54","1.88","42.86","","","0","0","","",""
"D. Simeu","England 4.","Oldham Athletic","RCB","23","300000","2026-06-30","6","330","0","0.19","0","0","Cameroon","right","187","no","8.73","6.82","60","7.09","69.23","0.27","6","0","0.05","0","2","0.55","0","0","0.27","100","0","0","2.45","11.11","0.55","0.27","0","24","70.45","12.27","57.78","3.82","50","0","0","0","2.45","44.44","0.55","50","0.27","5.18","47.37","","","0","0","","",""
"N. Khumbeni","England 4.","Gillingham","LCMF, RAMF, LDMF","23","0","2027-06-30","9","326","0","0.83","1","0.31","Malawi","right","171","no","4.97","3.04","72.73","6.9","36","0.28","3.7","0","0.23","0","2","0.55","50","0","1.38","20","0","0","3.04","18.18","1.93","0.28","0","16.29","62.71","4.97","33.33","2.48","22.22","0.09","0","0.28","2.21","25","1.1","25","0.55","2.76","40","","","0","0","","",""
"O. Hammond","England 4.","Oldham Athletic","AMF, RCMF, CF","23","0","2027-06-30","10","324","0","0.56","0","0.06","Wales","right","179","no","4.17","4.72","41.18","2.78","30","0.28","3","0","0.15","0","7","1.94","14.29","0","2.22","25","1.39","40","5.56","25","3.06","0.28","0","31.11","75","9.44","64.71","2.78","60","0.02","0","0","4.44","75","2.22","62.5","1.11","5.28","63.16","","","0","0","","",""
"D. Gape","England 4.","Colchester United","RDMF, LDMF","31","125000","2026-06-30","10","322","0","0.02","0","0.12","England","right","180","no","7.27","7.27","65.38","5.31","68.42","0.56","3.89","0","0.01","0","2","0.56","0","0","0.56","50","0.84","66.67","2.52","44.44","1.68","0","0","28.79","80.58","10.06","72.22","1.68","50","0.03","0.28","0.56","3.63","69.23","1.12","75","0.56","5.03","55.56","","","0","0","","",""
