"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"R. Oratmangoen","Netherlands 1.","Fortuna Sittard","AMF, LCMF, LW","27","450000","2026-06-30","28","1100","0","0.74","0","1.33","Netherlands","right","181","5.79","4.9","58.18","2.5","46.43","0.09","3.33","0","0.07","0","12","1.07","25","0","1.6","44.44","4.01","40","10.6","31.09","2.85","1.96","0.8","29.32","82.37","8.11","72.53","1.6","55.56","0.12","0.36","0.36","2.58","62.07","2.32","50","0.89","3.21","77.78","","","0","0","","",""
"I. Lidberg","Netherlands 1.","Utrecht","CF, LAMF","27","700000","2027-06-30","21","1100","4","6.12","2","0.42","Sweden","right","186","2.86","2.45","46.67","7.04","41.86","0.16","1.94","0.33","0.5","0.08","24","1.96","37.5","16.667","0.98","16.67","1.47","55.56","9.16","35.71","3.6","0.74","0.25","13.83","65.09","2.45","46.67","0.25","100","0.03","0","0.33","1.06","30.77","0.57","42.86","0.41","1.15","50","","","0","0","","",""
"T. Noslin","Netherlands 1.","Fortuna Sittard","RAMF, LAMF, RW","26","10000000","2029-06-30","13","1098","3","4.03","1","0.47","Netherlands","right","182","6.23","5.41","54.55","5.33","38.46","0.16","3.51","0.25","0.33","0.08","30","2.46","43.33","10","2.3","32.14","4.92","48.33","11.56","31.21","3.11","2.38","0.74","20.74","69.57","4.51","56.36","1.48","27.78","0.04","0.08","0.25","1.8","45.45","2.3","39.29","0.41","3.28","62.5","","","0","0","","",""
"S. Mito","Netherlands 1.","Sparta Rotterdam","RAMF, RW","23","800000","2028-06-30","19","1095","2","2.4","0","1.26","Japan","right","164","5.84","5.51","61.19","1.48","27.78","0.08","2.67","0.16","0.2","0","29","2.38","27.59","6.897","2.55","38.71","4.77","56.9","9.45","41.74","2.47","2.79","0.66","26.14","77.99","6.08","64.86","1.48","55.56","0.1","0.08","0.49","2.88","71.43","1.81","63.64","0.41","4.27","76.92","","","0","0","","",""
"I. Saibari","Netherlands 1.","PSV","LCMF, LDMF, RCMF","24","16000000","2029-06-30","19","1095","5","4.48","4","2.46","Morocco","right","185","6.66","6.49","58.23","1.48","38.89","0.33","4.45","0.41","0.37","0","36","2.96","47.22","13.889","0.82","50","4.85","50.85","9.7","38.14","4.19","2.71","1.48","39.37","88.31","8.22","77","1.07","69.23","0.2","0.41","0.74","3.62","79.55","2.47","66.67","2.63","4.68","75.44","","","0","0","","",""
"T. Baeten","Netherlands 1.","Go Ahead Eagles","CF, AMF","23","600000","2026-06-30","28","1075","0","1.31","2","1.62","Belgium","left","185","5.78","7.45","48.31","5.69","30.88","0","2.34","0","0.11","0","22","1.84","54.55","0","1.17","64.29","4.69","55.36","15.49","29.19","2.85","1.76","0.33","16.49","79.7","3.43","70.73","0.42","40","0.14","0","0.33","1.26","73.33","1","83.33","0.67","2.01","79.17","","","0","0","","",""
"J. Lonwijk","Netherlands 1.","Fortuna Sittard","RAMF, RW, AMF","26","1000000","2027-06-30","15","1066","3","3.87","2","1.18","Netherlands","right","189","6.59","5.99","56.34","3.97","42.55","0.08","2.64","0.17","0.33","0","22","1.86","31.82","13.636","0.68","25","1.94","60.87","7.18","37.65","2.79","1.01","0.17","20.77","68.29","6.08","55.56","2.03","33.33","0.1","0.08","0.51","2.79","42.42","1.01","33.33","0.42","2.95","71.43","","","0","0","","",""
"O. Özyakup","Netherlands 1.","Fortuna Sittard","RDMF, LDMF, LCMF","33","0","","22","1061","1","1.07","1","1.4","Netherlands","right","180","8.57","6.11","63.89","1.1","38.46","0.17","4.8","0.08","0.09","0","16","1.36","25","6.25","1.78","47.62","2.12","68","6.45","40.79","1.7","0.59","0.17","38.34","83.19","11.88","72.14","3.65","53.49","0.12","0.51","0.25","5.77","64.71","3.31","46.15","1.1","6.02","80.28","","","0","0","","",""
"T. Booth","Netherlands 1.","Utrecht","RAMF","24","3000000","2028-06-30","19","1060","5","2.18","0","1.23","United States","right","174","6.71","5.77","66.18","1.1","53.85","0","2.85","0.42","0.19","0","32","2.72","28.13","15.625","5.35","30.16","6.03","42.25","11.04","35.38","2.89","2.63","1.1","24.62","70","6.2","60.27","1.44","29.41","0.1","0.08","0.34","2.8","54.55","4.25","44","0.51","4.25","74","","","0","0","","",""
"R. Meissen","Netherlands 1.","Sparta Rotterdam","RCB","23","650000","2027-06-30","22","1058","0","0.12","0","0.2","Netherlands","right","190","9.19","3.23","81.58","3.57","52.38","1.19","7.89","0","0.01","0","1","0.09","0","0","0","0","0.17","100","1.19","57.14","0.34","0.85","0.17","41.43","83.57","14.46","66.47","5.87","43.48","0.02","0.09","0.09","5.61","57.58","0.09","0","0.09","7.66","61.11","","","0","0","","",""
"M. Benita","Netherlands 1.","Excelsior","RB, LB","22","1500000","2028-06-30","20","1053","0","0.27","1","0.15","Netherlands","right","173","11.45","7.86","72.83","4.19","51.02","0.34","5.86","0","0.02","0","4","0.34","0","0","2.39","14.29","1.2","64.29","4.27","44","0.6","0.6","0.09","32.39","77.57","10","70.09","3.42","45","0.01","0.09","0.09","2.91","58.82","2.05","33.33","0.34","6.58","64.94","","","0","0","","",""
"A. Kaplan","Netherlands 1.","Ajax","CB, LCB","22","10000000","2027-06-30","11","1021","0","0.5","0","0.07","Türkiye","left","190","10.23","6.96","70.89","6.08","62.32","0.62","7.19","0","0.04","0","5","0.44","0","0","0","0","0.79","66.67","3.26","62.16","0.44","1.85","0.18","66.55","93.64","22.57","88.28","4.94","73.21","0.01","0.09","0","6.88","91.03","0.35","50","0.35","9.96","79.65","","","0","0","","",""
"F. Druijf","Netherlands 1.","PEC Zwolle","CF","27","1000000","2026-06-30","15","1012","5","4.77","2","0.9","Netherlands","right","190","2.49","1.87","42.86","7.56","43.53","0.18","1.75","0.27","0.42","0.09","22","1.96","45.45","22.727","0.8","22.22","0.89","10","8.45","25.26","2.85","0.27","0.09","19.03","70.56","4.18","63.83","0.89","70","0.08","0.18","0.27","2.22","68","1.07","33.33","0.44","2.05","60.87","","","0","0","","",""
"F. Krastev","Netherlands 1.","PEC Zwolle","LDMF, LAMF, AMF","24","3000000","2027-06-30","14","996","2","1.12","0","0.29","Bulgaria","right","178","9.85","7.5","62.65","1.63","44.44","0.18","6.05","0.18","0.1","0","12","1.08","58.33","16.667","0.63","28.57","4.97","50.91","11.02","44.26","1.27","3.25","1.17","33.8","83.16","9.4","73.08","0.99","54.55","0.03","0.18","0.09","4.25","87.23","1.72","68.42","1.17","5.42","71.67","","","0","0","","",""
"D. Warmerdam","Netherlands 1.","Sparta Rotterdam","LB","30","650000","2027-06-30","15","984","0","0.67","0","0.47","Netherlands","left","180","7.59","6.22","44.12","2.01","36.36","0.18","4.71","0","0.06","0","3","0.27","33.33","0","1.92","28.57","0.73","62.5","2.38","42.31","1.1","0.64","0.37","31.46","77.03","11.62","60.63","3.48","34.21","0.04","0.09","0.18","3.29","61.11","1.28","35.71","0.46","5.21","57.89","","","0","0","","",""
"M. Sagnan","Netherlands 1.","Utrecht","LCB","26","3000000","2027-06-30","13","978","1","0.63","0","0.05","France","left","187","8.19","3.59","74.36","3.96","60.47","0.83","6.36","0.09","0.06","0.09","6","0.55","50","16.667","0.09","0","0.37","50","1.2","69.23","0.83","0.55","0.18","41.87","86.59","17.48","77.89","5.34","50","0.01","0","0.09","5.15","71.43","0.28","33.33","0.18","7.36","63.75","","","0","0","","",""
"R. Margaret","Netherlands 1.","RKC Waalwijk","RAMF, LAMF","25","350000","2026-06-30","24","962","4","2.94","1","0.98","Netherlands","right","191","7.86","9.07","58.76","1.87","40","0.09","3.29","0.37","0.28","0","19","1.78","52.63","21.053","1.96","28.57","7.58","38.27","18.62","34.67","3.65","2.99","0.65","22.27","74.37","6.46","59.42","1.31","50","0.09","0.47","0.65","2.06","72.73","2.15","43.48","1.22","2.99","68.75","","","0","0","","",""
"K. Belić","Netherlands 1.","AZ","RDMF, LDMF, RCMF","24","5000000","2028-06-30","14","959","0","1.26","1","0.22","Belgium","right","177","15.11","10.98","62.39","5.16","34.55","0.38","8.45","0","0.12","0","13","1.22","15.38","0","0.19","50","3.19","47.06","7.32","38.46","1.22","1.78","0.47","48.8","87.88","12.58","73.13","4.22","71.11","0.02","0.56","0.19","6.38","75","1.88","45","0.94","4.69","72","","","0","0","","",""
"L. Le Roux","Netherlands 1.","Volendam","DMF, RDMF, LCMF","25","600000","2028-06-30","14","958","1","0.21","0","0","South Africa","right","184","8.46","7.89","57.14","2.16","39.13","0.38","4.35","0.09","0.02","0","3","0.28","33.33","33.333","0.19","0","0.47","20","2.82","23.33","0.28","0.09","0","29.87","85.85","8.74","74.19","2.72","51.72","0","0","0","5.07","79.63","0.28","0","0","4.7","68","","","0","0","","",""
"B. Sosa","Netherlands 1.","Ajax","LB, LWB","27","7500000","2028-06-30","16","957","0","0.01","4","1.94","Croatia","left","187","8.28","5.83","53.23","1.5","56.25","0.19","7.18","0","0","0","3","0.28","0","0","5.64","33.33","2.26","66.67","4.23","55.56","0.56","1.6","0.66","50.97","81.37","15.14","73.29","4.89","55.77","0.18","0.09","0.66","5.36","75.44","5.27","37.5","0.47","9.22","76.53","","","0","0","","",""
"Carlos Forbs","Netherlands 1.","Ajax","RWF, LWF, LAMF","21","8000000","2029-06-30","21","953","2","2.9","2","2.15","Portugal","left","169","5.76","6.04","65.63","1.04","9.09","0","2.88","0.19","0.27","0","20","1.89","35","10","3.78","25","6.33","58.21","10.29","47.71","4.82","3.59","1.32","28.71","75","5.19","72.73","0.76","25","0.2","0.38","0.76","0.47","40","3.12","57.58","1.98","3.78","75","","","0","0","","",""
"A. Ueda","Netherlands 1.","Feyenoord","CF","27","8000000","2028-06-30","26","951","5","7.17","1","1.51","Japan","right","182","3.31","2.18","69.57","5.39","50.88","0.38","2.65","0.47","0.68","0","33","3.12","48.48","15.152","0.85","44.44","2.18","47.83","10.79","25.44","5.68","0.47","0.09","14.76","77.56","1.99","61.9","0.38","75","0.14","0.28","0.66","1.51","75","0.85","55.56","1.32","1.14","66.67","","","0","0","","",""
"B. Nieuwkoop","Netherlands 1.","Feyenoord","RB","29","4000000","2027-06-30","21","947","1","2.09","1","1.26","Netherlands","right","181","9.98","7.22","67.11","3.8","62.5","0.29","8","0.1","0.2","0","9","0.86","22.22","11.111","2","23.81","1.33","64.29","3.71","38.46","2.66","1.33","0.48","42.39","82.74","14.73","76.13","2.09","45.45","0.12","0.1","0.48","5.13","68.52","2.09","59.09","1.05","6.94","72.6","","","0","0","","",""
"S. Mannsverk","Netherlands 1.","Ajax","DMF, LCMF, RCMF","23","6000000","2028-06-30","13","944","0","0.42","0","0.24","Norway","right","185","7.91","4.29","71.11","4","45.24","0.38","6.4","0","0.04","0","7","0.67","28.57","0","0.19","50","1.72","66.67","4.39","52.17","0.38","1.33","0.29","56.44","91.22","15.44","79.63","2.96","64.52","0.02","0.38","0.1","6.1","82.81","1.43","73.33","1.24","6.86","77.78","","","0","0","","",""
"B. Pereira","Netherlands 1.","NEC","RB","22","700000","2027-06-30","16","939","0","0","1","0.38","France","right","172","13.71","12.08","62.7","2.2","73.91","0.48","6.67","0","0","0","1","0.1","0","0","3.55","27.03","3.45","61.11","8.34","47.13","0.67","1.15","0.38","29.14","77.96","8.82","68.48","2.4","40","0.04","0","0.1","1.53","68.75","1.92","25","0","4.5","55.32","","","0","0","","",""
"D. Payne","Netherlands 1.","Volendam","RB, LB","23","275000","2028-06-30","15","938","0","0.28","0","0.96","Netherlands","right","182","11.9","9.59","57","3.36","51.43","0.29","6.31","0","0.03","0","1","0.1","0","0","1.54","43.75","1.73","27.78","4.41","34.78","0.48","0.77","0.19","27.25","75.7","11.13","68.1","3.07","53.13","0.09","0","0.19","3.74","69.23","1.73","55.56","0.58","6.43","59.7","","","0","0","","",""
"A. Hadj-Moussa","Netherlands 1.","Vitesse","RW, RWF, RAMF","23","2000000","2030-06-30","14","930","1","2.47","2","2.77","France","left","176","3.1","4.45","39.13","1.26","38.46","0","1.88","0.1","0.24","0","30","2.9","33.33","3.333","4.94","23.53","11.23","62.93","17.03","50","5.32","6.48","0.87","33.48","73.7","6.97","62.5","3.77","69.23","0.27","0.1","0.29","3.48","69.44","4.26","45.45","1.65","5.71","76.27","","","0","0","","",""
"L. Zeefuik","Netherlands 1.","AZ","CF","21","1000000","2029-06-30","22","924","3","3.35","2","0.36","Netherlands","right","192","3.7","2.92","46.67","8.28","52.94","0","2.32","0.29","0.33","0.1","22","2.14","27.27","13.636","0.29","0","3.41","48.57","15.88","29.45","2.34","1.66","0.39","10.91","62.5","2.63","48.15","0.88","66.67","0.03","0.1","0.1","1.46","66.67","0.49","40","0.39","1.36","57.14","","","0","0","","",""
"Mauro Júnior","Netherlands 1.","PSV","LB, RDMF, LDMF","26","7000000","2029-06-30","16","922","1","0.22","0","0.67","Brazil","left","171","8","5.37","78.18","2.54","26.92","0.2","6.51","0.1","0.02","0","7","0.68","28.57","14.286","2.25","17.39","2.73","57.14","6.15","46.03","1.56","2.34","0.39","62.67","89.25","13.08","79.1","2.25","65.22","0.07","0.39","0.29","5.95","91.8","1.85","42.11","0.39","4.88","62","","","0","0","","",""
"M. Azarkan","Netherlands 1.","Utrecht","RAMF, RWF, RW","24","1500000","2026-06-30","19","915","0","0.08","1","1.85","Netherlands","left","165","8.16","6.39","58.46","3.25","30.3","0","4.24","0","0.01","0","3","0.3","0","0","4.82","34.69","5.61","63.16","12.69","49.61","2.16","3.05","1.18","31.87","72.84","9.25","73.4","1.97","40","0.18","0.49","0.59","2.16","72.73","5.02","47.06","1.28","5.31","79.63","","","0","0","","",""
"A. Ferati","Netherlands 1.","Fortuna Sittard","LCMF, LW","28","650000","2026-06-30","17","900","0","0.75","1","0.35","Germany","left","168","8.67","7.78","50","2.11","42.11","0","5.44","0","0.08","0","15","1.67","53.33","0","1.78","50","2.56","69.57","6","46.3","1.33","1","0.56","35.56","80.63","11","68.69","5.22","63.83","0.04","0.44","0.44","5","62.22","2.56","34.78","0.11","6.67","65","","","0","0","","",""
"C. Eiting","Netherlands 1.","Twente","RDMF, LDMF, AMF","27","2300000","2027-05-31","23","896","0","0.28","4","1.55","Netherlands","left","178","9.74","6.13","72.13","1.21","25","0.1","6.37","0","0.03","0","5","0.5","20","0","1.51","40","1.51","53.33","3.52","45.71","1.41","1","0.3","47.61","78.9","18.18","68.51","5.93","52.54","0.16","0.5","0.5","8.74","72.41","3.52","48.57","1.81","8.04","75","","","0","0","","",""
"K. Felida","Netherlands 1.","RKC Waalwijk","RDMF, RCMF, LCMF","26","300000","2027-06-30","17","879","1","0.17","0","0.04","Netherlands","right","174","11.26","8.29","67.9","1.74","47.06","0.1","4.85","0.1","0.02","0","5","0.51","40","20","0.41","25","0.82","50","3.99","51.28","0.1","0.2","0.2","28.36","85.56","7.78","65.79","3.48","52.94","0","0","0.1","3.07","53.33","0.72","14.29","0.2","3.17","41.94","","","0","0","","",""
"A. Vellios","Netherlands 1.","PEC Zwolle","CF","33","275000","2026-06-30","27","866","3","4.88","3","0.12","Greece","right","191","3.33","2.29","50","15.8","44.08","0.1","2.56","0.31","0.51","0.1","24","2.49","33.33","12.5","0.42","0","0.62","16.67","6.13","15.25","3.85","0.21","0.1","14.65","52.48","3.85","24.32","0.21","50","0.01","0.21","0.1","2.18","33.33","1.35","15.38","0.52","1.66","50","","","0","0","","",""
"M. van der Maarel","Netherlands 1.","Utrecht","RB, LCB, RCB","36","0","","16","858","0","0.76","0","0.62","Netherlands","right","177","8.71","7.24","63.77","2.2","19.05","0.31","4.46","0","0.08","0","7","0.73","42.86","0","0.94","33.33","0.31","100","1.15","63.64","1.05","0.73","0","37.87","86.15","15.42","79.59","3.15","70","0.07","0.1","0.1","3.36","75","0.94","44.44","0.21","6.82","69.23","","","0","0","","",""
"K. Leerdam","Netherlands 1.","Heracles","RCB","35","225000","","12","836","0","0.13","1","0.33","Suriname","right","178","8.4","4.84","60","2.26","47.62","1.18","6.46","0","0.01","0","2","0.22","0","0","0.11","100","0.11","0","0.97","22.22","0.22","0.22","0","46.94","89.22","17.66","79.88","5.06","57.45","0.04","0","0.11","4.95","63.04","0.43","75","0.32","7.75","72.22","","","0","0","","",""
"B. Martins Indi","Netherlands 1.","AZ","LCB","33","1000000","2027-06-30","14","836","1","1.22","2","1.14","Portugal","left","185","7.21","4.09","63.16","3.66","44.12","0.75","5.54","0.11","0.13","0","5","0.54","60","20","0.97","44.44","0.43","100","1.08","50","0.86","3.23","0.22","60.93","88.16","25.3","79.57","6.24","53.45","0.12","0.65","0.54","10.23","75.79","2.48","69.57","1.4","11.09","73.79","","","0","0","","",""
"N. Agrafiotis","Netherlands 1.","Excelsior","CF, LW","25","600000","2027-06-30","18","826","5","5.55","2","0.58","Serbia","right","191","5.23","4.03","67.57","10.46","41.67","0","2.21","0.54","0.6","0.11","28","3.05","50","17.857","0.54","20","1.85","29.41","9.92","15.38","4.47","0.33","0","16.45","76.16","3.6","60.61","0.44","0","0.06","0","0.54","2.07","63.16","1.09","30","0.54","1.2","63.64","","","0","0","","",""
"J. Henderson","Netherlands 1.","Ajax","RDMF, RCMF","35","4000000","2027-06-30","9","811","0","0.17","2","2.23","England","right","182","6.88","5.77","63.46","1","66.67","0.44","4.42","0","0.02","0","6","0.67","33.33","0","2.44","36.36","1","22.22","3","33.33","0.78","1.22","0.11","76.68","87.7","24.86","79.46","8.32","52","0.25","0.22","0.55","13.76","72.58","4.99","48.89","1.89","12.32","86.49","","","0","0","","",""
"M. Lahdo","Netherlands 1.","AZ","RAMF, RW","23","3000000","2027-06-30","15","807","3","1.19","3","0.59","Sweden","right","180","5.35","5.46","53.06","1.56","21.43","0","2.73","0.33","0.13","0","16","1.78","25","18.75","2.68","16.67","8.81","51.9","15.84","42.96","3.79","5.46","1.56","32.57","79.45","5.13","69.57","0.78","42.86","0.07","0.89","0.33","1.67","53.33","2.57","52.17","1.12","3.23","82.76","","","0","0","","",""
"Zakaria Bakkali","Netherlands 1.","RKC Waalwijk","LAMF, RAMF, RW","29","250000","2027-06-30","18","802","0","2.07","0","0.58","Belgium","right","170","4.26","4.71","54.76","1.12","20","0","1.64","0","0.23","0","17","1.91","23.53","0","4.26","31.58","6.96","59.68","13.35","41.18","2.47","3.25","1.68","27.49","75.51","4.6","60.98","2.13","36.84","0.06","0","0.34","1.68","66.67","3.25","41.38","0.22","4.94","61.36","","","0","0","","",""
"T. Lutonda","Netherlands 1.","RKC Waalwijk","LB","25","400000","2027-06-30","13","799","0","0.04","0","0.48","Congo DR","left","167","13.07","9.57","67.06","3.27","34.48","0.11","7.43","0","0","0","1","0.11","0","0","1.35","50","2.59","47.83","5.74","39.22","0.23","0.45","0.11","35.26","83.07","13.29","71.19","3.04","55.56","0.05","0","0.11","3.15","75","1.69","53.33","0.45","7.66","58.82","","","0","0","","",""
"S. Hamulić","Netherlands 1.","Vitesse","CF, LAMF","25","800000","2027-06-30","13","786","0","1.14","1","0.15","Netherlands","right","186","1.95","2.4","42.86","4.35","34.21","0","0.95","0","0.13","0","15","1.72","26.67","0","1.03","0","3.09","48.15","8.47","32.43","2.06","1.03","0.69","10.65","67.74","1.95","64.71","0.46","50","0.02","0.11","0.11","1.03","55.56","1.03","0","0.23","1.15","70","","","0","0","","",""
"S. Scheperman","Netherlands 1.","Heracles","AMF, LCMF, LCB","23","0","2029-06-30","22","784","0","2.25","0","0.91","Netherlands","left","188","9.07","6.54","59.65","5.28","47.83","0.57","5.32","0","0.26","0","12","1.38","41.67","0","0.92","37.5","0.34","66.67","2.53","18.18","3.33","0.34","0","28.58","83.13","7","68.85","1.26","54.55","0.1","0.11","0.46","1.95","82.35","0.57","20","0.46","3.1","51.85","","","0","0","","",""
"Tiago Dantas","Netherlands 1.","AZ","LDMF, RDMF, RCMF","25","3000000","","20","783","1","2.08","1","0.75","Portugal","right","169","5.29","4.37","55.26","1.26","9.09","0.23","4","0.11","0.24","0","9","1.03","33.33","11.111","0.92","37.5","0.46","25","1.26","36.36","1.03","1.26","0.34","58.62","89.61","16.55","83.33","4.83","71.43","0.09","0.11","0.34","7.93","84.06","2.07","77.78","1.03","7.82","79.41","","","0","0","","",""
"L. Olden Larsen","Netherlands 1.","NEC","LAMF, RW, RAMF","27","600000","2027-06-30","20","776","1","1.7","0","0.35","Norway","right","175","7.89","8.58","60.81","3.83","33.33","0.12","2.84","0.12","0.2","0","17","1.97","35.29","5.882","1.62","28.57","2.2","47.37","6.96","43.33","1.39","1.74","0.46","23.89","70.87","5.8","54","1.62","35.71","0.04","0.12","0.35","2.09","61.11","2.44","28.57","0.35","3.48","46.67","","","0","0","","",""
"I. Nicolăescu","Netherlands 1.","Heerenveen","CF","27","1000000","2028-06-30","19","773","5","3.72","0","0","Moldova","right","184","2.91","2.33","85","5.24","24.44","0.12","1.18","0.58","0.43","0.12","18","2.1","66.67","27.778","0.7","0","3.03","46.15","8.85","26.32","3.84","0.82","0.47","10.71","72.83","2.33","40","0.12","0","0","0.35","0","0.35","66.67","0.82","28.57","0.7","0.23","50","","","0","0","","",""
"X. Blomme","Netherlands 1.","Go Ahead Eagles","LDMF, RDMF","23","550000","2026-06-30","12","771","0","0.13","0","0","Belgium","right","174","14.47","9.69","68.67","4.55","43.59","0.35","8.11","0","0.01","0","3","0.35","0","0","0.23","50","0.35","33.33","2.57","31.82","0","0","0","28.37","79.01","14.01","65.83","3.04","46.15","0","0","0","5.14","65.91","0.7","50","0.23","6.19","69.81","","","0","0","","",""
"Manel Royo","Netherlands 1.","Almere City","LWB, LB, RCMF","31","350000","2026-06-30","13","770","0","0.06","0","1.17","Spain","left","184","8.83","8.95","63.89","1.24","40","0","3.53","0","0.01","0","5","0.62","20","0","6.84","45.45","1.12","55.56","2.49","40","1.62","1.12","0.37","38.54","67.42","13.55","52.29","8.2","42.42","0.15","0","0.62","8.83","46.48","6.71","48.15","0.62","10.69","77.91","","","0","0","","",""
"Hussein Ali","Netherlands 1.","Heerenveen","RB, RAMF","23","400000","2028-06-30","15","759","0","0.49","0","0.36","Sweden","right","180","7.71","5.93","40","2.37","45","0.36","5.28","0","0.06","0","5","0.59","20","0","2.49","33.33","1.66","50","3.44","34.48","1.07","1.3","0.59","25.38","73.36","8.54","59.72","2.02","35.29","0.04","0.12","0.36","2.02","64.71","2.13","50","0.71","5.93","60","","","0","0","","",""
"A. Martha","Netherlands 1.","Ajax","LB","22","1200000","","9","757","0","0.06","0","0.77","Netherlands","left","175","12.13","9.51","66.25","1.78","46.67","0.24","7.67","0","0.01","0","2","0.24","50","0","3.45","37.93","3.09","73.08","7.37","46.77","2.14","3.45","0.95","53.5","87.11","13.91","76.07","3.09","50","0.09","0.12","0.48","4.4","89.19","3.8","50","1.31","7.85","86.36","","","0","0","","",""
"T. Domgjoni","Netherlands 1.","Vitesse","RDMF, LDMF","27","450000","","15","752","0","0.07","0","0.23","Kosovo","right","176","7.9","7.3","59.02","2.39","65","0.24","4.38","0","0.01","0","1","0.12","0","0","0.6","0","1.2","50","3.23","29.63","1.32","0.48","0.12","33.87","81.27","11.01","63.04","1.68","28.57","0.03","0.12","0","3.95","72.73","0.96","50","0.6","3.23","55.56","","","0","0","","",""
"J. Gorter","Netherlands 1.","Ajax","GK","25","1500000","2028-05-31","8","751","0","0","0","0","Netherlands","right","190","1.56","0.24","50","0.12","100","0","2.22","0","0","0","0","0","0","0","0","0","0","0","0.12","100","0","0","0","28.28","87.71","14.62","76.23","10.19","67.06","0","0","0","1.8","40","0.12","100","0.12","7.67","78.13","2.04","4.31","52.78","1.67","-3.06","-0.367","1.08"
"R. Maulun","Netherlands 1.","Volendam","LCMF, AMF, DMF","29","450000","","14","750","0","0.07","0","1.67","France","right","176","3.72","4.32","41.67","2.16","38.89","0","1.74","0","0.01","0","3","0.36","33.33","0","0.24","50","0.36","66.67","2.28","36.84","0.12","0.12","0","33","86.55","8.04","67.16","2.4","60","0.2","0.36","0.12","4.56","57.89","1.08","44.44","0.24","3.96","69.7","","","0","0","","",""
"E. Poku","Netherlands 1.","AZ","RAMF, LAMF, RW","21","1300000","2030-06-30","21","742","1","2.78","3","1.32","Netherlands","right","172","6.67","6.91","57.89","3.27","40.74","0.12","3.39","0.12","0.34","0","20","2.43","45","5","1.58","23.08","8.01","50","13.71","37.17","4","5.34","1.33","22.56","73.12","2.67","45.45","0.36","33.33","0.16","0.49","0.73","0.49","25","2.3","63.16","1.33","3.03","56","","","0","0","","",""
"I. Sadiq","Netherlands 1.","AZ","RAMF, RW, RWF","25","2500000","2028-06-30","16","739","2","1.21","3","0.75","Ghana","right","167","5.97","7.19","57.63","2.8","43.48","0","2.24","0.24","0.15","0.12","13","1.58","53.85","15.385","1.58","30.77","2.92","41.67","9.26","31.58","3.04","1.22","0.24","27.28","80.8","4.26","74.29","1.83","60","0.09","0.12","0.49","1.58","53.85","2.56","61.9","1.95","3.41","67.86","","","0","0","","",""
"G. Kuol","Netherlands 1.","Volendam","LW, LAMF","21","0","2029-06-30","15","734","1","1.19","1","0.49","Australia","right","175","6.01","6.5","54.72","1.1","22.22","0","3.05","0.12","0.15","0","10","1.23","50","10","2.08","29.41","4.41","44.44","10.42","35.29","1.72","1.59","0.49","14.35","62.39","2.82","43.48","0.98","37.5","0.06","0.25","0.25","1.23","50","2.08","29.41","0.25","2.08","58.82","","","0","0","","",""
"F. Stevanović","Netherlands 1.","RKC Waalwijk","LAMF","23","900000","2026-06-30","16","726","2","2.19","0","2.37","Serbia","right","177","4.59","4.34","60","1.98","31.25","0.12","2.57","0.25","0.27","0","17","2.11","29.41","11.765","2.11","23.53","6.69","44.44","11.16","31.11","2.6","2.85","0.62","27.64","68.61","5.95","54.17","1.24","40","0.29","0.25","0.25","2.48","50","1.86","33.33","0.5","3.6","55.17","","","0","0","","",""
"J. Bruijn","Netherlands 1.","Heracles","AMF, RW","29","450000","2027-06-30","14","724","1","1.74","2","0.79","Netherlands","right","172","5.97","5.47","59.09","2.24","33.33","0.12","2.84","0.12","0.22","0","10","1.24","60","10","1.12","22.22","1.86","46.67","4.72","31.58","1.86","0.37","0.25","23.37","71.81","7.09","56.14","3.23","46.15","0.1","0.25","0.12","3.6","55.17","1.12","33.33","0.25","3.6","44.83","","","0","0","","",""
"S. Fofana","Netherlands 1.","Fortuna Sittard","RCB, RB","22","500000","2027-06-30","11","699","0","0","0","0.02","Germany","right","192","8.5","8.37","63.08","2.7","52.38","0.64","3.47","0","0","0","1","0.13","0","0","0.13","0","0.77","66.67","3.35","46.15","0.13","0.77","0.26","29.48","75.55","15.71","64.75","7.21","50","0","0.13","0","5.41","59.52","0.64","0","0.13","9.66","66.67","","","0","0","","",""
