"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"Lucas Belezi","Brazil 1.","Athletico Paranaense","RCB, LCB","22","550000","","9","890","1","1.1","0","0","Brazil","right","186","9.4","3.24","75","3.74","45.95","0.71","6.78","0.1","0.11","0","5","0.51","40","20","0","0","0","0","0.71","28.57","0.61","0.3","0","25.58","81.03","13.85","71.53","4.75","40.43","0","0","0","3.24","56.25","0.61","50","0.1","6.17","62.3","","","0","0","","",""
"Lucas Cunha","Brazil 1.","Red Bull Bragantino","LCB, RCB, CB","28","2500000","2026-12-31","11","889","0","0.17","0","0","Brazil","right","186","7.29","3.95","74.36","3.54","51.43","0.81","5.41","0","0.02","0","2","0.2","50","0","0","0","0.1","100","0.51","80","0.2","0.2","0","29.97","84.46","11.95","69.49","4.35","51.16","0","0","0","3.64","66.67","0.3","0","0.1","4.76","70.21","","","0","0","","",""
"E. Rodríguez","Brazil 1.","Vasco da Gama","LAMF, RAMF","25","0","2027-12-31","15","889","2","1.77","0","0.54","Colombia","right","174","6.07","6.18","63.93","2.53","36","0.1","2.78","0.2","0.18","0","15","1.52","40","13.333","3.04","16.67","5.47","40.74","11.74","34.48","2.53","3.34","0.61","19.84","71.43","4.45","65.91","1.32","61.54","0.05","0.1","0.2","1.52","66.67","2.33","26.09","0.3","1.92","73.68","","","0","0","","",""
"Lázaro","Brazil 1.","Palmeiras","LAMF, LWF, LWB","23","3500000","2028-06-30","18","888","2","2.46","0","0.9","Brazil","right","181","3.95","3.75","54.05","2.74","25.93","0","3","0.2","0.25","0.2","25","2.53","40","8","1.32","15.38","4.36","51.16","10.44","38.83","2.33","2.64","0.1","25.84","77.65","6.28","72.58","2.33","60.87","0.09","0","0.3","2.03","85","2.53","48","1.32","4.36","79.07","","","0","0","","",""
"M. Depay","Brazil 1.","Corinthians","CF","31","0","2026-07-31","11","884","7","5.13","0","0.78","Netherlands","right","178","2.65","2.04","65","0.71","42.86","0","1.83","0.61","0.52","0","33","3.36","45.45","21.212","1.02","20","3.77","59.46","10.79","41.51","3.46","1.43","0.2","25.76","82.21","5.29","71.15","1.53","66.67","0.08","0.2","0.41","3.46","70.59","1.73","47.06","1.02","2.04","70","","","0","0","","",""
"Dudu","Brazil 1.","Criciúma","RB","28","1300000","","18","879","0","0.23","1","1.49","Brazil","right","175","9.01","7.99","65.38","1.84","33.33","0.31","4.59","0","0.02","0","6","0.61","50","0","3.38","33.33","1.64","43.75","3.38","33.33","1.43","2.05","0","45.77","81.43","19.15","81.28","4.3","59.52","0.15","0.2","0.72","6.25","77.05","4.91","50","1.23","11.57","82.3","","","0","0","","",""
"C. de Pena","Brazil 1.","Bahia","RCMF, LCMF","33","0","","30","875","0","0.72","3","2.78","Uruguay","left","177","6.38","4.11","55","1.54","60","0.21","5.82","0","0.07","0","16","1.65","12.5","0","1.75","29.41","1.44","78.57","3.81","48.65","1.03","1.23","0","51.02","79.03","17.07","65.66","6.48","58.73","0.29","0.31","0.21","9.05","71.59","3.5","38.24","1.34","8.74","71.76","","","0","0","","",""
"Pedro Geromel","Brazil 1.","Grêmio","RCB, LCB","40","200000","","12","866","0","0.77","0","0.03","Brazil","right","190","10.18","6.34","72.13","3.33","62.5","0.83","6.57","0","0.08","0","7","0.73","14.29","0","0.21","0","0.42","0","0.94","44.44","0.73","0.21","0.1","40.43","87.92","17.04","79.27","5.4","50","0","0","0","3.12","43.33","0.52","0","0","6.44","69.35","","","0","0","","",""
"Gabriel Barbosa","Brazil 1.","Flamengo","CF, AMF","29","8000000","2028-12-31","19","864","5","4.7","1","1.26","Brazil","left","178","1.46","1.25","66.67","0.42","50","0","1.02","0.31","0.49","0","26","2.71","42.31","19.231","1.35","46.15","1.15","36.36","2.81","40.74","3.02","1.04","0.1","19.69","86.24","5.31","82.35","0.52","60","0.13","0.31","0.52","2.71","92.31","2.19","57.14","0.83","2.81","88.89","","","0","0","","",""
"Edu","Brazil 1.","Vitória","RCB, LCB","25","500000","2028-12-31","12","861","0","0.79","0","0","Brazil","right","185","8.78","4.91","68.09","3.97","60.53","0.63","5.95","0","0.08","0","4","0.42","50","0","0","0","0.21","100","1.57","60","0.42","0.21","0","28.33","82.29","12.54","70.83","4.7","51.11","0","0","0","3.24","61.29","0.31","0","0.1","6.38","59.02","","","0","0","","",""
"Éder","Brazil 1.","Criciúma","CF","39","0","","16","853","0","1.23","1","1.26","Brazil","right","179","2.22","2.32","54.55","2.53","12.5","0","0.85","0","0.13","0","11","1.16","36.36","0","1.9","27.78","1.16","27.27","4.85","28.26","2.22","0.63","0.11","21.21","77.11","4.43","71.43","0.42","50","0.13","0.21","0.32","2.11","75","2","52.63","0.63","2.43","73.91","","","0","0","","",""
"Alexander Aravena","Brazil 1.","Grêmio","LAMF, LW, RW","23","5000000","2028-12-31","16","849","2","2.71","2","1.75","Chile","right","175","2.97","3.82","58.33","3.07","44.83","0","0.71","0.21","0.29","0","16","1.7","50","12.5","1.8","52.94","3.18","63.33","10.28","40.21","3.18","1.7","0.32","17.7","81.44","3.07","65.52","0.21","100","0.19","0","0.42","0.85","62.5","1.38","84.62","0.64","2.33","68.18","","","0","0","","",""
"Fernando","Brazil 1.","Athletico Paranaense","LB","26","450000","2026-12-31","16","846","0","0.01","1","0.46","Brazil","left","181","7.66","7.34","50.72","2.87","51.85","0","4.48","0","0","0","1","0.11","0","0","2.87","37.04","1.91","44.44","5.53","44.23","0","2.02","0.96","35.53","83.23","12.55","77.97","3.94","48.65","0.05","0","0.32","5","78.72","2.66","48","0.32","7.77","72.6","","","0","0","","",""
"C. Alcaraz","Brazil 1.","Flamengo","LW, LAMF, LCMF","23","15000000","2027-06-30","14","843","2","3.59","0","0.59","Argentina","right","183","7.47","6.62","59.68","2.14","40","0.21","5.08","0","0.38","0","23","2.46","26.09","8.696","0.64","50","2.99","35.71","8.11","32.89","1.81","2.03","0.21","42.49","83.17","11","68.93","2.03","63.16","0.06","0.43","0.11","8.75","79.27","1.81","52.94","0.85","5.55","80.77","","","0","0","","",""
"Vitinho","Brazil 1.","Botafogo","RB, RWB","26","5000000","2029-12-31","11","840","0","1.06","0","0.08","Brazil","right","175","6.11","6.64","53.23","2.14","40","0.11","3.98","0","0.11","0","6","0.64","16.67","0","3.75","34.29","2.79","38.46","5.04","36.17","1.61","1.5","0.11","34.29","80.31","8.57","71.25","2.25","52.38","0.01","0.21","0.32","3.11","75.86","3.96","45.95","0.75","7.5","77.14","","","0","0","","",""
"Gustavo Prado","Brazil 1.","Internacional","LAMF, LW, RW","20","0","2028-12-31","28","840","1","2","0","1.36","Brazil","right","179","7.18","9.11","57.65","2.46","34.78","0","3.03","0.11","0.21","0","16","1.71","37.5","6.25","3.75","25.71","4.93","56.52","13.07","41.8","1.61","2.68","0.54","28.93","78.89","6.11","75.44","0.96","44.44","0.15","0.21","0.54","2.46","65.22","4.61","51.16","1.29","4.71","77.27","","","0","0","","",""
"Vinicinho","Brazil 1.","Red Bull Bragantino","LAMF, RAMF","21","0","2029-03-31","19","837","2","1.62","0","1.48","Brazil","right","174","5.48","6.13","57.89","2.8","30.77","0.11","2.19","0.22","0.17","0","16","1.72","50","12.5","3.44","31.25","7.2","64.18","13.98","50.77","3.33","4.09","0.75","21.51","77","4.41","70.73","1.29","41.67","0.16","0.11","0.43","1.08","80","2.58","54.17","1.08","2.8","80.77","","","0","0","","",""
"Naves","Brazil 1.","Palmeiras","RCB, LCB","23","0","2028-12-31","11","831","0","0.15","0","0.39","Brazil","right","184","9.86","6.93","67.19","6.71","48.39","0.32","8.32","0","0.02","0","3","0.32","0","0","0","0","0","0","0.43","25","0.32","0.87","0","41.81","88.34","17","82.8","3.9","58.33","0.04","0","0","5.74","79.25","0.22","100","0.43","8.77","76.54","","","0","0","","",""
"Zé Hugo","Brazil 1.","Vitória","RW, LW","26","400000","","27","829","1","1.48","2","1.57","Brazil","right","178","6.84","5.97","65.45","3.58","33.33","0.11","3.83","0.11","0.16","0","14","1.52","35.71","7.143","4.02","35.14","6.84","49.21","15.42","39.44","2.5","3.91","1.3","19.98","71.2","4.13","60.53","1.41","38.46","0.17","0","0.43","1.95","66.67","2.71","52","0.22","3.04","82.14","","","0","0","","",""
"John Kennedy","Brazil 1.","Fluminense","CF, LAMF","23","7000000","2027-12-31","22","826","0","1.14","0","0","Brazil","right","181","3.92","3.6","60.61","4.69","34.88","0.11","2.87","0","0.12","0","12","1.31","33.33","0","0.65","33.33","5.01","52.17","15.8","31.72","2.72","1.53","0.44","15.36","78.01","2.72","68","0.11","0","0","0.11","0.11","0.65","66.67","0.44","100","0.44","1.09","30","","","0","0","","",""
"Fabrício","Brazil 1.","Internacional","GK","40","200000","2026-11-30","8","818","0","0","0","0","Brazil","right","192","1.65","0","0","0.33","100","0","2.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.19","87.6","8.69","82.28","6.6","75","0","0","0","0.99","66.67","0","0","0","4.84","79.55","0.88","3.52","75","0.87","-0.11","-0.012","1.32"
"A. Carrillo","Brazil 1.","Corinthians","RCMF, RAMF","33","1500000","2026-12-31","13","817","0","0.42","2","1.68","Peru","right","180","9.36","9.25","58.33","0.33","0","0.33","4.8","0","0.05","0","3","0.33","33.33","0","2.09","47.37","1.54","78.57","6.06","40","0.99","1.54","0.44","54.53","89.7","16.41","81.21","3.86","68.57","0.19","0","0.88","8.59","80.77","2.53","56.52","0.55","7.6","88.41","","","0","0","","",""
"Jonathan","Brazil 1.","Criciúma","RB","33","300000","","17","810","0","0.11","1","0.9","Brazil","right","178","9.89","7.44","56.72","2.44","45.45","0.22","6.97","0","0.01","0","3","0.33","33.33","0","1.89","52.94","1.78","56.25","4.67","42.86","0.22","1.56","0.33","35.67","81.93","14.67","68.94","4.44","50","0.1","0.22","0.56","5.56","60","2.11","68.42","0.33","7.22","73.85","","","0","0","","",""
"Ó. Romero","Brazil 1.","Botafogo","RW, RAMF","33","2000000","","19","805","1","1.7","4","1.33","Paraguay","left","176","6.48","6.48","60.34","2.24","35","0","2.95","0","0.19","0","13","1.45","69.23","7.692","2.01","50","2.57","39.13","7.27","41.54","1.57","1.01","0.11","35.22","78.41","11.18","72","4.58","75.61","0.15","0.56","0.22","6.26","85.71","3.35","66.67","1.23","7.94","80.28","","","0","0","","",""
"Lorran","Brazil 1.","Flamengo","AMF, CF, RAMF","19","0","2029-12-31","19","804","1","1.4","1","1.73","Brazil","left","180","5.37","6.27","62.5","1.9","23.53","0","1.94","0.11","0.16","0","17","1.9","52.94","5.882","1.34","25","5.15","43.48","12.31","36.36","2.91","4.03","0.9","31.68","84.1","8.96","75","1.01","44.44","0.19","0.34","0.45","2.69","87.5","2.8","60","2.46","5.04","86.67","","","0","0","","",""
"Luís Oyama","Brazil 1.","Juventude","RDMF, LCMF, RCMF","28","700000","2027-12-31","17","803","2","0.64","1","0.47","Brazil","right","171","9.08","7.06","57.14","2.35","28.57","0","6.62","0.22","0.07","0","8","0.9","62.5","25","0.34","0","1.12","70","4.48","40","0.22","1.01","0","33.74","83.72","9.08","65.43","4.03","77.78","0.05","0.22","0.45","5.6","70","1.68","53.33","1.01","4.26","63.16","","","0","0","","",""
"Igor Gomes","Brazil 1.","Internacional","RCB, RB","24","1500000","2028-12-31","13","798","1","0.2","0","0","Brazil","right","185","10.38","7.22","70.31","5.75","39.22","0.56","6.86","0.11","0.02","0","3","0.34","33.33","33.333","1.02","22.22","0.9","62.5","3.5","35.48","0.45","1.24","0","44.1","83.12","14.44","67.19","3.5","38.71","0","0","0","4.62","65.85","1.35","25","0.23","6.65","61.02","","","0","0","","",""
"Ruan Tressoldi","Brazil 1.","São Paulo","RCB, RB","25","2500000","2026-06-30","8","797","0","0.11","0","0.01","Brazil","right","187","4.97","4.4","51.28","3.84","64.71","0.23","3.65","0","0.01","0","1","0.11","0","0","0.23","0","0.23","100","0.45","50","0.45","0.56","0.11","47.54","93.82","15.13","85.07","2.94","46.15","0","0","0","3.95","77.14","0.23","0","0","5.53","71.43","","","0","0","","",""
"R. Carrillo","Brazil 1.","Juventude","CF","29","500000","2025-12-31","14","786","1","1.37","0","0.16","Ecuador","right","186","3.32","3.55","58.06","8.36","35.62","0","1.19","0.11","0.16","0.11","9","1.03","44.44","11.111","1.26","45.45","0.8","42.86","7.1","30.65","2.52","0.46","0","14.43","73.81","2.4","57.14","1.03","44.44","0.02","0.11","0.11","1.83","31.25","1.15","60","0.46","1.15","80","","","0","0","","",""
"Alex Santana","Brazil 1.","Corinthians","RCMF, LCMF, LDMF","30","2000000","2027-12-31","16","785","0","0.86","0","0.18","Brazil","right","182","9.17","7.45","61.54","2.64","30.43","0.46","4.9","0","0.1","0","8","0.92","25","0","0.11","100","1.49","46.15","5.39","42.55","0.8","1.03","0.23","30.27","90.15","9.63","83.33","1.72","53.33","0.02","0.11","0.23","4.13","88.89","0.8","71.43","0.34","5.5","75","","","0","0","","",""
"Edson Carioca","Brazil 1.","Juventude","LAMF, LW","28","100000","2027-12-31","15","776","3","2.24","0","0.39","Brazil","right","179","9.05","7.42","60.94","3.83","36.36","0","5.9","0.35","0.26","0","13","1.51","46.15","23.077","2.2","21.05","4.87","64.29","14.96","44.96","2.55","2.78","0.46","16.7","67.36","5.57","68.75","0.58","40","0.05","0","0.12","1.86","81.25","1.51","46.15","0.93","2.78","79.17","","","0","0","","",""
"Matheus Gonçalves","Brazil 1.","Flamengo","RAMF, RW, RWF","20","0","2027-06-30","14","771","2","1.5","0","1.25","Brazil","left","175","7","5.95","58.82","1.75","13.33","0","5.06","0.23","0.17","0","18","2.1","38.89","11.111","3.27","28.57","6.89","61.02","13.77","44.07","3.74","4.09","0.23","49.38","76.83","13.07","61.61","4.09","51.43","0.15","0.82","0.7","4.67","65","4.67","47.5","1.52","7.7","75.76","","","0","0","","",""
"Guilherme","Brazil 1.","Red Bull Bragantino","LB","23","500000","","14","757","0","0.06","1","0.13","Brazil","left","177","10.46","8.2","62.32","4.28","50","0.36","6.6","0","0.01","0","5","0.59","0","0","3.8","28.13","2.02","70.59","3.8","56.25","0.24","1.31","0.24","30.79","70.66","13.55","66.67","4.16","62.86","0.02","0","0.12","3.33","64.29","3.21","33.33","0.24","7.61","62.5","","","0","0","","",""
"Philippe Coutinho","Brazil 1.","Vasco da Gama","AMF, CF","33","7500000","2026-06-30","15","751","2","1.62","1","0.73","Brazil","right","172","3.83","3.83","59.38","2.52","38.1","0","1.93","0.24","0.19","0.12","18","2.16","33.33","11.111","2.04","29.41","3.95","66.67","9.83","51.22","1.44","2.4","0.12","48.42","84.9","15.94","79.7","2.64","54.55","0.09","0.72","0.36","9.71","82.72","3.95","45.45","1.32","6.11","90.2","","","0","0","","",""
"Gonzalo Plata","Brazil 1.","Flamengo","CF, AMF, LAMF","25","6000000","2029-06-30","11","750","1","1.35","0","1.32","Ecuador","left","178","5.52","6","58","2.64","36.36","0","3","0.12","0.16","0","11","1.32","36.36","9.091","1.68","42.86","4.2","42.86","9.72","37.04","4.2","1.92","0.24","33.96","82.69","7.08","72.88","1.32","72.73","0.16","0.12","0.84","1.32","90.91","2.16","66.67","1.92","3.96","75.76","","","0","0","","",""
"Erick","Brazil 1.","São Paulo","RAMF, RWB, RWF","28","1200000","2028-12-31","19","747","1","0.76","0","2.12","Brazil","left","173","5.06","4.82","65","1.33","63.64","0","2.35","0.12","0.09","0","12","1.45","33.33","8.333","2.41","35","4.94","46.34","13.25","36.36","3.01","3.49","0.24","33.98","78.72","8.67","73.61","2.53","76.19","0.26","0.6","0.96","3.73","70.97","4.1","61.76","2.65","6.87","85.96","","","0","0","","",""
"Fábio","Brazil 1.","Grêmio","RB, LB, RWB","35","500000","","12","745","0","0.47","0","0.41","Brazil","right","172","7.25","5.92","65.31","3.99","54.55","0","3.33","0","0.06","0","4","0.48","0","0","2.9","37.5","1.33","36.36","4.59","39.47","1.09","1.09","0.48","35.03","77.59","14.01","67.24","4.11","50","0.05","0.36","0.24","3.62","60","3.14","38.46","0.36","7.25","73.33","","","0","0","","",""
"L. Alario","Brazil 1.","Internacional","CF","33","1500000","2026-12-31","15","745","0","1.95","0","0.01","Argentina","right","184","3.02","3.38","42.86","8.58","23.94","0.12","2.01","0","0.24","0","10","1.21","20","0","0.36","0","0.48","25","5.07","19.05","1.93","0","0","13.05","76.85","2.9","62.5","0.24","50","0","0.12","0","0.85","57.14","0.97","25","0.36","0.97","62.5","","","0","0","","",""
"Michael","Brazil 1.","Flamengo","LAMF, CF, LW","29","7000000","2028-12-31","12","743","3","4.03","1","1.33","Brazil","right","166","2.91","2.42","50","1.45","33.33","0.12","2.9","0.36","0.49","0.12","15","1.82","66.67","20","3.03","28","4.36","58.33","7.39","44.26","6.06","2.91","0.24","27.5","74.89","4.36","55.56","0.73","16.67","0.16","0.12","0.24","1.57","38.46","2.91","54.17","2.18","1.7","71.43","","","0","0","","",""
"Mariano","Brazil 1.","Atlético Mineiro","RCB, RB, LB","39","250000","","11","733","0","0","0","0.12","Brazil","right","177","8.23","6.51","62.26","2.33","52.63","0","5.22","0","0","0","0","0","0","0","1.35","36.36","0.49","75","1.47","66.67","0.12","0.86","0.25","48.25","83.46","21.36","75.86","7.74","55.56","0.02","0.25","0","7.86","73.44","2.21","50","0.61","11.42","73.12","","","0","0","","",""
"Alex Telles","Brazil 1.","Botafogo","LB, LWB","33","6000000","2026-12-31","11","729","0","0.57","1","0.99","Brazil","left","181","7.04","6.05","55.1","2.96","45.83","0.37","5.06","0","0.07","0","6","0.74","33.33","0","4.2","47.06","1.36","63.64","3.95","40.63","0.37","1.36","0.12","31.48","80","11.23","74.73","2.1","29.41","0.12","0","0.74","4.07","63.64","4.32","48.57","0.12","6.42","86.54","","","0","0","","",""
"A. Giay","Brazil 1.","Palmeiras","RB, RWB","21","0","2030-12-31","10","729","0","0.39","0","0.16","Argentina","right","180","11.73","12.22","64.65","1.11","22.22","0.12","3.54","0","0.05","0","7","0.86","42.86","0","2.35","26.32","1.48","50","4.44","58.33","0.86","2.35","0.49","45.68","82.43","16.91","76.64","3.95","53.13","0.02","0.12","0.25","6.91","76.79","2.47","35","0.37","7.41","81.67","","","0","0","","",""
"Matheus Donelli","Brazil 1.","Corinthians","GK","23","2000000","2028-06-30","7","726","0","0","0","0","Brazil","right","189","0.62","0","0","0","0","0","0.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.12","88.46","7.19","77.59","4.71","65.79","0","0","0","0.5","75","0","0","0","3.84","70.97","1.49","5.08","70.73","1.6","0.9","0.112","0.62"
"J. Martínez","Brazil 1.","Corinthians","DMF, LCMF, RCMF","30","3000000","2027-12-31","11","717","0","0.03","0","0.53","Venezuela","right","177","8.91","7.03","67.86","2.38","57.89","0.25","5.66","0","0","0","3","0.38","0","0","0.25","0","0.63","20","3.89","38.71","0.25","0.38","0.13","39.54","84.44","14.44","74.78","4.9","74.36","0.07","0","0","5.02","75","0.75","33.33","0.5","7.41","67.8","","","0","0","","",""
"Lucão","Brazil 1.","Red Bull Bragantino","GK","24","1500000","2026-12-31","8","714","0","0","0","0.12","Brazil","right","190","1.13","0","0","0.38","100","0","1.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","85.22","7.69","77.05","5.8","69.57","0.02","0","0.13","3.66","68.97","0.13","100","0.13","4.92","87.18","1.13","3.78","70","1.15","0.1","0.013","1.26"
"Bento","Brazil 1.","Athletico Paranaense","GK","26","15000000","2028-06-30","7","710","0","0","0","0","Brazil","right","191","0.89","0.25","0","0.38","66.67","0","1.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.94","85.45","7.61","76.67","6.08","72.92","0","0","0","1.77","64.29","0.13","0","0","5.45","74.42","0.51","3.42","85.19","0.77","2.1","0.266","1.14"
"Rezende","Brazil 1.","Bahia","DMF, LCB, RCMF","30","800000","2026-12-31","18","701","0","0.82","0","0.01","Brazil","left","186","9.37","7.7","66.67","2.57","45","0.39","5.96","0","0.11","0","4","0.51","0","0","0","0","0.77","66.67","4.75","43.24","0.51","0.9","0.13","39.67","91.91","14.64","85.96","0.9","42.86","0","0","0","3.47","88.89","0","0","0","4.88","63.16","","","0","0","","",""
"Patryck","Brazil 1.","São Paulo","LB","22","1800000","2027-06-30","12","701","0","0.04","0","0.29","Brazil","left","184","7.45","8.22","54.69","2.57","45","0.13","3.43","0","0","0","1","0.13","0","0","2.7","28.57","1.41","45.45","3.98","35.48","0.51","1.03","0","37.1","84.08","13.74","78.5","2.7","61.9","0.04","0","0.13","3.08","79.17","2.05","56.25","0.26","6.29","69.39","","","0","0","","",""
"Pedro Henrique","Brazil 1.","Atlético GO","LCB","33","1000000","","12","683","0","0.42","0","0.06","Brazil","left","190","6.98","5.14","66.67","4.61","68.57","0.4","4.55","0","0.05","0","3","0.4","66.67","0","0.13","0","0","0","0.79","66.67","0.4","0.79","0","39.66","87.71","12.65","71.88","4.88","43.24","0.01","0","0","4.35","54.55","0.66","20","0.26","5.14","61.54","","","0","0","","",""
"Pedro Raul","Brazil 1.","Corinthians","CF","29","3000000","2028-12-31","19","677","0","1.42","0","0.35","Brazil","right","193","3.72","4.65","51.43","6.78","31.37","0.27","2.4","0","0.19","0","12","1.6","25","0","0.53","0","0.53","0","7.31","27.27","3.32","0.53","0.13","13.16","73.74","3.46","50","0.53","0","0.05","0.13","0.13","1.2","44.44","1.06","62.5","1.33","1.46","54.55","","","0","0","","",""
"Eliel","Brazil 1.","Cuiabá","LW, RAMF, LAMF","22","0","2027-12-31","23","672","2","1.84","0","0","Brazil","right","175","4.29","3.35","48","3.75","39.29","0.13","3.07","0.27","0.25","0","12","1.61","41.67","16.667","1.07","12.5","2.54","52.63","6.29","44.68","2.41","1.21","0.54","10.04","68","2.68","50","0.4","33.33","0","0","0","0.27","100","0.8","50","0.27","2.41","50","","","0","0","","",""
"Dudu","Brazil 1.","Palmeiras","LAMF, RAMF","34","5000000","2027-12-31","18","670","0","1.13","0","0.61","Brazil","right","167","3.76","2.82","57.14","0.94","14.29","0","3.64","0","0.15","0","15","2.01","46.67","0","3.76","17.86","6.85","56.86","13.57","48.51","3.36","4.57","0.4","32.51","71.49","8.06","61.67","1.61","58.33","0.08","0.13","0.13","3.49","88.46","4.43","33.33","0.67","4.57","76.47","","","0","0","","",""
"Nathan Fernandes","Brazil 1.","Grêmio","RAMF, LW, RW","20","0","2029-12-31","19","666","0","1.31","0","0.04","Brazil","right","176","5.95","5.54","65.85","1.89","14.29","0","2.96","0","0.18","0","8","1.08","25","0","0.95","14.29","6.76","48","15.68","37.93","3.11","3.51","0.54","22.84","82.84","4.32","68.75","0.68","100","0.01","0.27","0.27","1.89","85.71","1.49","54.55","0.95","2.7","80","","","0","0","","",""
"Caio Vinícius","Brazil 1.","Vitória","RCB, LCMF","26","0","2025-11-30","11","663","0","0.36","0","0","Brazil","right","187","9.1","5.84","69.77","4.48","60.61","0.27","4.2","0","0.05","0","2","0.27","0","0","0.41","33.33","0.54","100","2.04","60","0.27","1.22","0.27","42.22","89.39","13.71","79.21","3.53","38.46","0","0","0","4.07","86.67","0.41","33.33","0","6.92","64.71","","","0","0","","",""
"Du Queiroz","Brazil 1.","Grêmio","RDMF, RCMF, AMF","26","3000000","2028-06-30","14","657","0","0.74","0","0.01","Brazil","right","171","10","8.77","67.19","1.51","36.36","0","4.81","0","0.1","0","7","0.96","57.14","0","0.68","40","1.37","70","3.97","27.59","0.96","1.92","0.41","54.66","87.97","13.7","83","3.01","72.73","0","0.27","0","8.63","87.3","0.96","71.43","0.27","6.03","77.27","","","0","0","","",""
"Charles","Brazil 1.","Corinthians","RCMF","28","1000000","2028-12-31","13","656","1","0.41","0","0.24","Brazil","right","187","11.66","11.66","56.47","3.7","62.96","0.14","5.96","0.14","0.06","0.14","5","0.69","60","20","1.37","0","0.41","66.67","2.2","50","0.55","0.55","0.14","31.97","82.4","11.39","79.52","3.02","77.27","0.03","0","0","4.8","80","0.96","28.57","0.41","5.63","70.73","","","0","0","","",""
"Leandrinho","Brazil 1.","Vasco da Gama","LB, LAMF, LW","20","0","","18","653","1","0.14","1","0.43","Brazil","unknown","170","9.1","8.27","68.33","2.34","52.94","0.28","4.05","0.14","0.02","0","2","0.28","100","50","2.21","18.75","1.38","50","2.76","40","0.41","1.1","0.14","41.07","80.54","12.68","69.57","4.13","56.67","0.06","0.14","0.28","3.72","66.67","2.07","46.67","0.55","6.75","71.43","","","0","0","","",""
"Mateus Vital","Brazil 1.","Cruzeiro","LCMF, LWF, CF","27","3000000","2026-12-31","19","650","1","1.02","0","0.32","Brazil","right","175","4.98","5.82","59.52","1.8","30.77","0.14","2.14","0.14","0.14","0","13","1.8","23.08","7.692","1.11","50","2.49","77.78","9.97","48.61","2.08","2.22","0.28","33.65","87.65","8.17","74.58","0.83","50","0.04","0","0","4.15","83.33","1.66","75","0.42","3.88","78.57","","","0","0","","",""
"Adryelson","Brazil 1.","Botafogo","RCB, CB","27","0","2028-06-30","7","648","1","0.39","0","0","Brazil","right","182","6.53","3.06","81.82","5.42","74.36","0.28","5.23","0.14","0.05","0.14","4","0.56","25","25","0.14","100","0","0","0.14","0","1.25","0.42","0","53.89","93.3","19.86","88.81","2.92","52.38","0","0","0","3.89","78.57","0","0","0.42","7.64","72.73","","","0","0","","",""
"João Pedro","Brazil 1.","Grêmio","CF","33","3000000","2026-06-30","11","640","0","0.73","0","0.27","Brazil","right","184","2.25","2.53","55.56","7.87","32.14","0","0.88","0","0.1","0","5","0.7","60","0","0.14","0","1.83","15.38","9","15.63","1.55","0.42","0","13.22","88.3","2.11","73.33","0.56","100","0.04","0","0.28","1.27","77.78","0.14","100","0.56","1.13","75","","","0","0","","",""
"J. Campbell","Brazil 1.","Atlético GO","AMF, RWF, CF","32","650000","2026-06-30","10","628","2","1.71","0","1.24","Costa Rica","left","178","4.59","3.87","62.96","2.87","35","0","1.63","0.14","0.24","0","11","1.58","27.27","18.182","1.72","41.67","4.01","35.71","14.33","31","1.29","3.44","0.57","38.98","83.09","12.18","75.29","4.16","72.41","0.18","0.43","0.29","7.6","79.25","4.01","60.71","2.01","7.6","92.45","","","0","0","","",""
"Vitinho","Brazil 1.","Cruzeiro","LCMF, RWF, RCMF","21","0","2027-12-31","21","625","1","1.53","1","0.35","Brazil","left","173","4.03","3.31","69.57","0.72","20","0.14","2.58","0.14","0.22","0","15","2.16","13.33","6.667","1.15","12.5","1.15","37.5","4.61","37.5","2.59","0.72","0.29","25.63","79.78","6.77","63.83","1.3","33.33","0.05","0","0.14","1.87","53.85","0.86","33.33","0.14","3.02","61.9","","","0","0","","",""
