Player,League,Season,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport countries,Foot,Height,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,PAdj Interceptions,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals per 90,Shots against per 90,"Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90,Wyscout ID
D. Bobadilla,Brazil 1.,2026,São Paulo,"RCMF, RDMF, LDMF",25,2500000,2027-12-31,16,1300,0,1.07,2,2.36,Paraguay,Paraguay,right,181,no,6.78,5.88,55.29,0.55,25.0,0.07,5.07,0.0,0.07,0.0,13,0.9,46.15,0.0,1.04,33.33,0.9,61.54,2.63,57.89,1.59,0.97,0.0,38.56,86.18,11.91,76.16,2.22,68.75,0.16,0.21,0.35,6.23,85.56,1.52,54.55,0.62,5.95,77.91,,,0.0,0.0,,,,-166890
Henry Mosquera,Brazil 1.,2026,Red Bull Bragantino,"LAMF, LW",24,0,2027-12-31,17,1298,0,2.87,2,2.43,Colombia,Colombia,right,175,no,3.61,3.88,50.0,0.62,44.44,0.07,2.56,0.0,0.2,0.0,35,2.43,31.43,0.0,2.57,43.24,7.49,60.19,16.16,46.78,3.67,4.92,0.49,22.6,77.61,4.16,61.67,0.9,46.15,0.17,0.07,0.97,1.25,77.78,2.91,45.24,1.32,3.19,78.26,,,0.0,0.0,,,,-318047
L. Acosta,Brazil 1.,2026,Fluminense,AMF,32,0,2029-12-31,18,1289,3,2.89,4,4.28,Argentina,"Argentina, United States",right,160,no,4.4,4.19,46.67,0.63,0.0,0.07,3.51,0.21,0.2,0.07,28,1.96,32.14,10.714,1.61,60.87,2.58,59.46,6.56,52.13,3.21,2.51,0.28,48.25,83.65,14.38,72.33,2.16,54.84,0.3,0.63,1.47,6.63,83.16,4.75,57.35,2.23,7.61,87.16,,,0.0,0.0,,,,329796
Everton,Brazil 1.,2026,Chapecoense,"RB, RWB",31,0,2026-12-31,17,1288,0,0.68,1,0.79,Brazil,Brazil,,0,no,6.01,6.01,52.33,2.93,47.62,0.14,3.19,0.0,0.05,0.0,9,0.63,22.22,0.0,3.14,31.11,2.1,56.67,4.12,52.54,0.98,1.96,0.14,25.78,68.56,10.13,58.62,3.84,52.73,0.06,0.0,0.21,4.05,62.07,2.31,39.39,0.07,6.01,63.95,,,0.0,0.0,,,,472376
Samuel Xavier,Brazil 1.,2026,Fluminense,RB,36,400000,2027-12-31,14,1285,0,0.25,0,0.72,Brazil,Brazil,right,166,no,6.93,5.67,53.09,1.54,63.64,0.28,5.86,0.0,0.02,0.0,6,0.42,33.33,0.0,1.47,33.33,0.42,66.67,3.92,48.21,0.98,1.47,0.07,47.07,89.43,16.74,83.26,2.66,52.63,0.05,0.07,0.28,5.39,89.61,1.82,38.46,0.42,6.37,71.43,,,0.0,0.0,,,,112519
Ronaldo,Brazil 1.,2026,Bahia,GK,29,1200000,2029-12-31,13,1283,0,0.0,0,0.0,Brazil,Brazil,right,194,no,0.84,0.0,0.0,0.28,75.0,0.0,1.28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,20.69,87.46,10.59,81.46,5.68,61.73,0.0,0.0,0.0,1.4,50.0,0.14,0.0,0.0,4.21,65.0,0.42,3.37,87.5,0.72,4.32,0.303,1.33,396908
Jefferson Savarino,Brazil 1.,2026,Fluminense,"RAMF, LAMF, AMF",29,5000000,2029-12-31,18,1281,3,3.1,2,2.56,Venezuela,"Venezuela, Italy",right,168,no,2.25,2.6,51.35,0.84,25.0,0.0,1.48,0.14,0.22,0.0,37,2.6,35.14,8.108,1.9,44.44,2.74,66.67,7.17,42.16,2.32,1.83,0.0,40.82,86.4,8.08,74.78,2.18,61.29,0.18,0.14,0.63,4.29,72.13,3.02,60.47,1.55,5.06,79.17,,,0.0,0.0,,,,282136
Hulk,Brazil 1.,2026,Fluminense,CF,40,1800000,2027-12-31,16,1276,2,4.16,3,2.23,Brazil,Brazil,left,180,no,2.26,2.26,56.25,2.54,16.67,0.07,1.29,0.07,0.29,0.0,40,2.82,25.0,5.0,1.2,17.65,2.54,47.22,10.44,36.49,1.76,1.2,0.07,19.82,71.89,4.51,59.38,1.48,61.9,0.16,0.14,0.42,2.47,51.43,2.19,35.48,0.63,1.76,60.0,,,0.0,0.0,,,,30484
Jája Silva,Brazil 1.,2026,Remo,"LAMF, LW, RAMF",27,500000,2028-12-31,18,1273,6,3.88,1,0.81,Brazil,Brazil,right,175,no,5.3,4.45,58.73,0.92,15.38,0.0,2.86,0.42,0.27,0.0,31,2.19,45.16,19.355,2.26,34.38,3.39,56.25,9.54,42.22,2.26,2.55,0.71,18.24,72.48,5.02,64.79,0.64,33.33,0.06,0.0,0.42,1.98,60.71,2.12,53.33,0.49,2.62,78.38,,,0.0,0.0,,,,-115299
Zé Welison,Brazil 1.,2026,Remo,"RDMF, RCMF",31,2000000,2026-12-31,18,1273,0,0.09,0,0.2,Brazil,Brazil,right,177,no,9.47,6.79,62.5,2.33,81.82,0.42,6.27,0.0,0.01,0.0,11,0.78,0.0,0.0,0.42,33.33,0.49,71.43,2.9,58.54,0.07,0.49,0.0,39.17,82.67,12.94,70.49,4.17,52.54,0.01,0.0,0.07,7.07,73.0,0.99,28.57,0.35,5.87,61.45,,,0.0,0.0,,,,328123
Alan Patrick,Brazil 1.,2026,Internacional,"AMF, CF, LCMF",35,4000000,2027-12-31,17,1264,3,3.08,0,2.44,Brazil,Brazil,right,177,no,4.34,2.78,66.67,0.93,0.0,0.14,3.43,0.14,0.22,0.0,22,1.57,22.73,13.636,1.07,33.33,1.99,50.0,7.97,44.64,1.92,2.14,0.21,33.25,82.66,12.25,71.51,1.14,43.75,0.17,0.5,0.57,5.34,76.0,2.56,52.78,1.28,5.06,78.87,,,0.0,0.0,,,,95415
John Kennedy,Brazil 1.,2026,Fluminense,CF,24,7000000,2027-12-31,18,1263,9,5.86,1,0.47,Brazil,Brazil,right,181,no,2.64,2.92,46.34,3.21,28.89,0.0,1.68,0.64,0.42,0.07,37,2.64,70.27,24.324,0.29,0.0,3.28,43.48,10.55,29.05,3.71,1.07,0.14,15.75,79.19,2.49,60.0,0.5,42.86,0.03,0.07,0.36,0.64,55.56,0.57,87.5,0.5,1.35,57.89,,,0.0,0.0,,,,-163727
Gabriel Mercado,Brazil 1.,2026,Internacional,"CB, RCB",39,250000,2026-12-31,13,1263,1,1.24,0,0.02,Argentina,"Argentina, Spain",right,181,no,7.34,4.49,71.43,3.14,47.73,0.36,4.92,0.07,0.09,0.07,6,0.43,33.33,16.667,0.07,0.0,0.07,100.0,0.57,50.0,0.43,0.14,0.0,32.42,85.05,12.76,72.07,5.56,55.13,0.0,0.0,0.0,5.06,59.15,0.29,0.0,0.0,5.99,75.0,,,0.0,0.0,,,,15078
José Andrés Hurtado,Brazil 1.,2026,Red Bull Bragantino,RB,24,1800000,2027-12-31,15,1250,1,0.71,0,0.52,Ecuador,Ecuador,right,178,no,6.48,4.46,62.9,2.38,45.45,0.07,5.7,0.07,0.05,0.0,14,1.01,21.43,7.143,2.38,30.3,0.65,66.67,2.09,48.28,0.86,0.79,0.14,36.0,79.4,14.9,71.98,3.96,52.73,0.04,0.07,0.22,5.04,78.57,2.3,34.38,0.22,7.92,75.45,,,0.0,0.0,,,,-126356
E. Noriega,Brazil 1.,2026,Grêmio,"DMF, LCMF",24,400000,2028-12-31,15,1248,0,0.26,1,0.27,Peru,Peru,right,185,no,7.64,4.33,60.0,1.44,85.0,0.36,6.13,0.0,0.02,0.0,5,0.36,40.0,0.0,0.29,0.0,0.43,66.67,3.68,54.9,0.36,0.36,0.0,43.49,88.39,13.34,78.92,3.97,65.45,0.02,0.0,0.14,7.64,80.19,0.79,63.64,0.5,7.21,75.0,,,0.0,0.0,,,,-172918
Willian José,Brazil 1.,2026,Bahia,CF,34,5000000,2026-12-31,21,1246,3,5.7,1,1.79,Brazil,"Brazil, Spain",right,186,no,2.09,1.66,43.48,3.11,44.19,0.07,2.15,0.14,0.41,0.07,18,1.3,38.89,16.667,0.22,33.33,0.29,25.0,3.68,19.61,2.09,0.22,0.0,17.48,80.58,3.97,58.18,0.87,66.67,0.13,0.07,0.65,2.46,67.65,0.51,85.71,0.65,1.88,61.54,,,0.0,0.0,,,,86467
A. Giay,Brazil 1.,2026,Palmeiras,RB,22,0,2030-12-31,17,1239,0,0.23,0,0.85,Argentina,Argentina,right,180,no,8.93,6.9,65.26,1.02,50.0,0.51,5.29,0.0,0.02,0.0,5,0.36,20.0,0.0,2.03,10.71,1.6,45.45,3.49,47.92,1.02,1.45,0.36,38.43,80.15,13.22,76.37,3.05,50.0,0.06,0.07,0.29,3.05,61.9,2.47,32.35,0.73,5.88,59.26,,,0.0,0.0,,,,-158522
Luan Cândido,Brazil 1.,2026,Vitória,LCB,25,7000000,2026-12-31,14,1224,0,0.7,2,0.51,Brazil,Brazil,left,184,yes,7.06,3.16,65.12,3.6,73.47,0.44,7.36,0.0,0.05,0.0,9,0.66,33.33,0.0,0.59,50.0,0.29,25.0,1.25,35.29,1.1,0.37,0.15,32.5,88.69,11.69,81.13,2.72,56.76,0.04,0.0,0.22,2.72,72.97,0.74,30.0,0.07,4.63,63.49,,,0.0,0.0,,,,506219
A. Canobbio,Brazil 1.,2026,Fluminense,"RAMF, RW",27,5000000,2028-12-31,15,1222,4,3.15,2,2.05,Uruguay,"Uruguay, Italy",right,175,no,5.6,5.74,60.26,0.96,46.15,0.29,3.27,0.29,0.23,0.07,27,1.99,44.44,14.815,3.31,26.67,3.61,59.18,9.28,48.41,3.09,2.14,0.29,35.65,80.58,7.44,73.27,1.1,40.0,0.15,0.0,0.66,2.5,73.53,4.42,41.67,1.4,3.9,75.47,,,0.0,0.0,,,,452566
L. Romero,Brazil 1.,2026,Cruzeiro,"RDMF, LDMF, RCMF",32,3200000,2027-12-31,15,1219,1,0.77,3,0.17,Argentina,"Argentina, Italy",right,170,no,6.64,5.02,50.0,1.18,31.25,0.3,5.27,0.07,0.06,0.0,9,0.66,55.56,11.111,0.22,0.0,0.59,50.0,2.51,55.88,0.3,1.03,0.22,51.68,86.86,18.83,74.9,4.73,54.69,0.01,0.07,0.3,9.38,75.59,1.4,36.84,0.59,7.75,75.24,,,0.0,0.0,,,,265228
Matheus Martins,Brazil 1.,2026,Botafogo,"LAMF, LW, CF",23,7000000,2028-12-31,19,1211,4,3.09,0,0.43,Brazil,Brazil,right,179,no,3.57,3.2,46.51,1.11,20.0,0.15,2.78,0.3,0.23,0.0,32,2.38,56.25,12.5,1.34,38.89,4.24,50.88,13.3,33.52,2.68,3.42,0.37,27.27,83.65,7.21,74.23,1.34,55.56,0.03,0.0,0.37,3.12,69.05,2.3,51.61,0.82,3.05,78.05,,,0.0,0.0,,,,-176165
A. Franco,Brazil 1.,2026,São Paulo,RCB,29,3000000,2028-12-31,13,1209,0,0.43,0,0.0,Argentina,Argentina,right,183,yes,6.7,4.84,46.15,3.8,45.1,0.74,6.51,0.0,0.03,0.0,3,0.22,0.0,0.0,0.07,0.0,0.15,50.0,0.97,46.15,0.45,0.74,0.0,46.9,87.62,23.6,79.81,6.1,46.34,0.0,0.0,0.0,5.66,76.32,0.37,0.0,0.07,8.41,66.37,,,0.0,0.0,,,,472166
Bruno Henrique,Brazil 1.,2026,Internacional,RCMF,36,500000,2026-12-31,19,1209,0,1.62,1,1.69,Brazil,"Brazil, Italy",right,180,no,5.36,4.99,52.24,1.49,40.0,0.37,3.35,0.0,0.12,0.0,18,1.34,22.22,0.0,1.19,25.0,0.3,100.0,2.01,44.44,1.49,0.6,0.0,29.85,79.55,11.02,68.92,3.42,39.13,0.13,0.0,0.45,5.43,67.12,1.56,38.1,0.52,4.62,75.81,,,0.0,0.0,,,,136155
Nathan Mendes,Brazil 1.,2026,Vitória,RB,23,1000000,2028-12-31,13,1206,0,0.15,1,0.19,Brazil,Brazil,right,182,yes,9.03,6.12,59.76,2.31,38.71,0.22,6.06,0.0,0.01,0.0,2,0.15,0.0,0.0,0.75,40.0,1.04,50.0,2.61,45.71,0.45,1.27,0.22,30.9,82.85,11.72,74.52,1.87,40.0,0.01,0.07,0.07,3.28,65.91,0.67,44.44,0.3,4.55,63.93,,,0.0,0.0,,,,-166003
Erick,Brazil 1.,2026,Bahia,"RCMF, DMF",28,4000000,2029-12-31,16,1196,2,2.39,0,0.95,Brazil,Brazil,right,176,no,5.79,5.49,39.73,2.03,48.15,0.38,5.73,0.15,0.18,0.08,16,1.2,37.5,12.5,0.53,57.14,1.05,64.29,4.29,50.88,1.28,1.51,0.08,29.05,91.19,7.15,83.16,0.9,75.0,0.07,0.0,0.23,2.93,87.18,1.05,78.57,0.6,2.48,81.82,,,0.0,0.0,,,,472048
Rafael Borré,Brazil 1.,2026,Internacional,CF,30,8000000,2029-12-31,18,1192,2,4.94,1,1.0,Colombia,Colombia,right,174,no,4.45,3.93,61.54,5.96,18.99,0.15,3.08,0.15,0.37,0.0,25,1.89,48.0,8.0,0.83,36.36,1.28,52.94,7.4,33.67,3.55,0.91,0.0,15.93,77.73,3.02,65.0,0.6,75.0,0.08,0.0,0.38,1.43,78.95,1.43,47.37,0.76,1.28,82.35,,,0.0,0.0,,,,320836
Marcinho,Brazil 1.,2026,Chapecoense,"LW, LAMF, AMF",31,50000,2026-11-30,20,1176,2,1.35,0,0.39,Brazil,Brazil,right,176,no,4.97,4.29,50.0,3.29,23.26,0.08,3.26,0.15,0.1,0.0,21,1.61,33.33,9.524,2.6,29.41,3.83,62.0,10.94,37.06,2.22,2.6,0.46,24.34,75.16,5.13,61.19,1.99,42.31,0.03,0.0,0.23,1.99,73.08,1.91,40.0,0.38,3.14,58.54,,,0.0,0.0,,,,232650
J. Rodríguez,Brazil 1.,2026,Vasco da Gama,RB,29,2500000,2027-12-31,14,1169,2,2.59,3,3.14,Uruguay,Uruguay,right,183,no,5.47,2.93,60.53,4.39,68.42,0.31,5.51,0.08,0.2,0.0,22,1.69,36.36,9.091,5.0,41.54,1.39,55.56,2.39,41.94,2.77,1.08,0.08,37.88,78.66,8.93,68.97,3.16,48.78,0.24,0.0,1.23,2.93,78.95,5.16,44.78,0.46,6.85,71.91,,,0.0,0.0,,,,441746
Jádson,Brazil 1.,2026,Athletico Paranaense,RCMF,32,1000000,2026-12-31,16,1168,0,0.1,1,0.79,Brazil,Brazil,right,171,no,6.55,7.01,53.85,0.62,50.0,0.23,2.8,0.0,0.01,0.0,2,0.15,0.0,0.0,0.31,50.0,0.15,100.0,3.39,56.82,0.15,0.62,0.23,28.28,87.47,7.47,71.13,2.39,64.52,0.06,0.15,0.15,4.32,75.0,0.62,50.0,0.15,3.16,70.73,,,0.0,0.0,,,,187565
Éverton Ribeiro,Brazil 1.,2026,Bahia,"RCMF, AMF",37,2300000,2026-12-31,17,1160,0,1.67,4,2.38,Brazil,Brazil,left,174,no,7.6,6.05,56.41,1.09,35.71,0.23,5.29,0.0,0.13,0.0,15,1.16,26.67,0.0,2.64,41.18,1.78,60.87,7.76,47.0,2.25,2.17,0.23,48.65,78.31,17.38,69.2,4.89,63.49,0.18,0.39,0.85,7.68,68.69,4.42,52.63,1.4,7.84,79.21,,,0.0,0.0,,,,9040
Wendell,Brazil 1.,2026,São Paulo,LB,33,7000000,2027-12-31,15,1160,0,0.58,3,0.73,Brazil,Brazil,left,176,no,5.74,6.67,38.37,1.71,31.82,0.0,4.49,0.0,0.04,0.0,8,0.62,12.5,0.0,2.25,27.59,0.78,50.0,2.56,54.55,0.93,2.02,0.31,41.82,86.46,14.35,77.84,2.95,55.26,0.06,0.0,0.23,4.73,85.25,1.94,52.0,0.47,7.68,68.69,,,0.0,0.0,,,,171186
Keny Arroyo,Brazil 1.,2026,Cruzeiro,RAMF,20,0,2029-12-31,18,1159,2,1.82,1,1.66,Ecuador,Ecuador,left,176,no,4.19,3.96,54.9,1.63,42.86,0.0,3.01,0.16,0.14,0.0,32,2.48,37.5,6.25,3.65,21.28,4.43,63.16,8.54,46.36,3.18,2.02,0.16,29.82,77.34,5.98,63.64,1.86,66.67,0.13,0.16,0.62,2.56,69.7,3.26,38.1,1.01,4.19,77.78,,,0.0,0.0,,,,-388501
Natanael,Brazil 1.,2026,Atlético Mineiro,"RB, RCB, RWB",24,2000000,2028-12-31,13,1150,0,0.27,1,0.22,Brazil,Brazil,right,172,no,8.61,7.12,59.34,1.96,64.0,0.47,4.82,0.0,0.02,0.0,7,0.55,14.29,0.0,1.96,20.0,1.72,63.64,5.17,51.52,1.33,1.25,0.23,34.28,81.96,13.7,78.29,2.97,36.84,0.02,0.0,0.23,3.83,69.39,1.57,35.0,0.39,6.18,63.29,,,0.0,0.0,,,,-112163
Cuiabano,Brazil 1.,2026,Vasco da Gama,LB,23,0,2029-06-30,14,1148,2,1.9,3,1.34,Brazil,Brazil,left,179,no,13.01,10.03,61.72,3.14,55.0,0.16,9.96,0.16,0.15,0.0,22,1.72,45.45,9.091,4.23,27.78,2.12,55.56,6.04,49.35,1.8,2.04,0.16,36.93,73.25,14.19,66.3,5.02,45.31,0.11,0.08,0.24,5.25,62.69,3.29,33.33,0.39,7.45,72.63,,,0.0,0.0,,,,-176296
Maicon,Brazil 1.,2026,Coritiba,"RCB, CB, LCB",37,250000,2026-12-31,14,1146,0,0.09,0,0.0,Brazil,"Brazil, Portugal",right,191,no,6.83,2.75,60.0,2.43,64.52,1.02,5.64,0.0,0.01,0.0,1,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.31,50.0,0.31,0.0,0.0,21.6,85.82,8.95,71.93,4.08,71.15,0.0,0.0,0.0,1.57,70.0,0.16,50.0,0.08,4.24,59.26,,,0.0,0.0,,,,90037
Matheus Henrique,Brazil 1.,2026,Cruzeiro,"RDMF, LDMF, LCMF",28,8500000,2029-06-30,20,1142,0,0.45,0,0.21,Brazil,Brazil,right,173,no,6.94,5.2,62.12,1.34,41.18,0.71,5.5,0.0,0.04,0.0,9,0.71,11.11,0.0,0.39,20.0,1.02,61.54,3.23,60.98,0.63,3.07,0.39,43.19,89.42,12.61,81.88,1.97,72.0,0.02,0.0,0.16,6.94,84.09,0.87,45.45,0.39,6.62,77.38,,,0.0,0.0,,,,401710
J. Lavega,Brazil 1.,2026,Coritiba,"RAMF, LW",21,1500000,2029-12-31,20,1140,5,2.68,2,0.68,Uruguay,Uruguay,left,174,yes,4.34,4.89,56.45,1.5,26.32,0.0,1.35,0.39,0.21,0.0,19,1.5,42.11,26.316,1.58,30.0,1.03,69.23,2.92,43.24,1.5,0.71,0.32,22.34,74.56,5.53,55.71,1.58,55.0,0.05,0.08,0.32,2.29,55.17,1.66,52.38,0.55,3.16,60.0,,,0.0,0.0,,,,-140292
Pedro Henrique,Brazil 1.,2026,Red Bull Bragantino,"RCB, LCB",30,3500000,2026-12-31,14,1135,0,0.17,0,0.0,Brazil,Brazil,right,188,no,7.93,4.04,72.55,4.36,61.82,0.71,7.5,0.0,0.01,0.0,2,0.16,50.0,0.0,0.24,0.0,0.16,100.0,0.87,54.55,0.32,0.79,0.0,34.57,84.17,14.91,76.6,7.3,58.7,0.0,0.0,0.0,7.3,69.57,1.27,37.5,0.4,7.53,81.05,,,0.0,0.0,,,,329711
Sergio Rochet,Brazil 1.,2026,Internacional,GK,33,3500000,2026-12-31,11,1133,0,0.0,0,0.0,Uruguay,"Uruguay, Italy",right,190,no,1.11,0.24,100.0,0.32,75.0,0.0,1.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,86.92,12.47,82.8,7.55,72.63,0.0,0.0,0.0,2.14,70.37,0.32,0.0,0.0,6.35,78.75,0.87,2.54,65.63,0.69,-2.35,-0.187,1.03,285939
C. Terán,Brazil 1.,2026,Athletico Paranaense,"RCB, CB",25,2000000,2026-12-31,15,1125,0,1.16,0,0.06,Colombia,Colombia,right,188,no,6.32,3.92,65.31,2.8,48.57,0.56,5.37,0.0,0.09,0.0,7,0.56,42.86,0.0,0.64,25.0,0.08,100.0,1.36,52.94,0.56,0.32,0.0,37.6,81.49,16.8,68.57,6.32,35.44,0.01,0.0,0.0,4.72,52.54,0.88,18.18,0.08,6.88,53.49,,,0.0,0.0,,,,-114719
André Luiz,Brazil 1.,2026,Corinthians,"RDMF, LW, AMF",20,0,2029-12-31,17,1124,3,1.18,2,0.11,Brazil,Brazil,unknown,0,no,5.52,5.36,65.67,2.32,48.28,0.0,3.12,0.24,0.09,0.0,14,1.12,28.57,21.429,0.0,0.0,1.76,36.36,6.57,32.93,1.04,0.72,0.08,20.18,86.11,5.12,70.31,0.56,57.14,0.01,0.08,0.16,2.16,85.19,0.56,71.43,0.4,2.08,69.23,,,0.0,0.0,,,,-456910
Maycon,Brazil 1.,2026,Atlético Mineiro,"LCMF, RCMF, DMF",29,4500000,2028-12-31,13,1119,2,1.78,0,0.46,Brazil,Brazil,left,178,no,4.99,3.86,58.33,0.48,50.0,0.24,3.5,0.0,0.14,0.0,10,0.8,30.0,20.0,0.24,0.0,0.16,0.0,1.77,36.36,0.32,0.0,0.08,37.88,88.54,10.46,73.08,4.26,47.17,0.04,0.16,0.0,7.0,85.06,1.85,26.09,0.32,5.95,77.03,,,0.0,0.0,,,,433352
Renê,Brazil 1.,2026,Vitória,CF,22,0,2029-12-31,15,1113,5,3.36,1,0.12,Brazil,Brazil,right,183,no,3.15,1.78,50.0,5.09,23.81,0.16,3.08,0.4,0.27,0.16,29,2.35,58.62,17.241,0.65,25.0,2.35,65.52,7.28,51.11,3.56,2.1,0.32,11.08,70.8,1.78,63.64,0.65,50.0,0.01,0.0,0.24,0.81,30.0,0.81,50.0,0.65,0.65,50.0,,,0.0,0.0,,,,-399547
Gabriel Barbosa,Brazil 1.,2026,Santos,CF,29,8000000,2028-12-31,14,1097,7,4.63,2,1.03,Brazil,Brazil,left,178,yes,1.23,1.07,46.15,0.74,22.22,0.0,1.09,0.49,0.38,0.16,31,2.54,29.03,22.581,1.07,30.77,0.66,50.0,3.2,33.33,3.69,1.07,0.16,27.16,85.2,6.56,72.5,2.13,76.92,0.08,0.25,0.33,3.36,73.17,2.46,56.67,1.07,2.79,79.41,,,0.0,0.0,,,,297700
Fágner,Brazil 1.,2026,Cruzeiro,RB,37,500000,2026-12-31,15,1089,0,0.06,4,1.66,Brazil,Brazil,right,168,no,7.19,6.86,50.6,1.57,47.37,0.33,5.57,0.0,0.01,0.0,3,0.25,0.0,0.0,3.14,31.58,0.74,44.44,2.4,41.38,0.66,0.83,0.08,33.55,76.85,12.4,70.67,3.97,52.08,0.14,0.25,0.74,5.21,61.9,3.88,38.3,0.99,7.19,72.41,,,0.0,0.0,,,,17306
C. Olivera,Brazil 1.,2026,Bahia,RWF,24,4000000,2027-12-31,16,1082,1,2.36,1,0.79,Uruguay,Uruguay,right,172,yes,4.91,4.33,63.46,1.16,14.29,0.08,2.65,0.08,0.2,0.0,21,1.75,61.9,4.762,3.74,28.89,5.24,68.25,10.81,60.0,2.83,2.0,0.33,31.36,79.58,5.91,76.06,0.75,55.56,0.07,0.08,0.33,1.66,80.0,2.83,44.12,1.0,3.91,80.85,,,0.0,0.0,,,,-96677
Rony,Brazil 1.,2026,Santos,"CF, LW, RW",31,9000000,2029-12-31,17,1081,0,1.84,0,0.61,Brazil,Brazil,right,166,no,6.49,5.66,51.47,4.16,24.0,0.08,3.08,0.0,0.15,0.0,19,1.58,21.05,0.0,2.41,24.14,1.17,50.0,5.99,47.22,2.0,0.92,0.25,22.06,69.81,4.16,68.0,1.5,66.67,0.05,0.0,0.25,2.33,78.57,2.75,36.36,0.58,3.08,64.86,,,0.0,0.0,,,,351203
A. Saldivia,Brazil 1.,2026,Vasco da Gama,RCB,24,0,2028-12-31,11,1078,0,0.74,0,0.07,Uruguay,Uruguay,right,180,no,7.6,5.18,56.45,3.92,68.09,0.75,5.93,0.0,0.06,0.0,6,0.5,16.67,0.0,0.08,0.0,0.17,100.0,2.17,69.23,0.42,1.42,0.17,40.58,85.39,16.36,74.49,3.92,55.32,0.01,0.0,0.0,6.93,75.9,0.33,25.0,0.08,7.43,70.79,,,0.0,0.0,,,,-96682
E. Díaz,Brazil 1.,2026,São Paulo,LB,30,4000000,2028-12-31,13,1075,0,0.23,1,0.52,Argentina,Argentina,left,167,no,9.46,8.04,65.63,2.01,37.5,0.25,4.44,0.0,0.02,0.0,9,0.75,22.22,0.0,2.68,25.0,1.09,38.46,5.02,45.0,0.33,2.26,0.42,38.09,81.76,13.48,76.4,2.6,54.84,0.04,0.08,0.25,5.36,75.0,2.51,50.0,0.42,7.45,70.79,,,0.0,0.0,,,,459701
Eduardo Sasha,Brazil 1.,2026,Red Bull Bragantino,"CF, AMF",34,1800000,2027-12-31,17,1070,1,4.3,0,0.51,Brazil,"Brazil, Italy",right,173,no,2.78,1.01,50.0,3.03,52.78,0.08,3.55,0.08,0.36,0.08,18,1.51,38.89,5.556,1.6,26.32,0.76,55.56,3.53,40.48,3.11,1.01,0.34,19.93,73.84,5.3,63.49,1.35,75.0,0.04,0.25,0.25,2.69,65.63,1.68,45.0,0.76,2.61,77.42,,,0.0,0.0,,,,153217
Erick Pulgar,Brazil 1.,2026,Flamengo,"RDMF, RCMF, LDMF",32,5000000,2027-12-31,12,1066,2,0.77,0,0.51,Chile,Chile,right,187,no,6.59,5.07,50.0,3.04,61.11,0.34,5.29,0.17,0.07,0.0,8,0.68,37.5,25.0,0.25,33.33,0.34,100.0,2.28,44.44,0.76,0.51,0.0,59.52,92.2,16.89,82.0,2.36,71.43,0.04,0.08,0.34,9.37,90.99,0.68,50.0,0.42,6.16,79.45,,,0.0,0.0,,,,218912
Matheus Cunha,Brazil 1.,2026,Internacional,GK,25,3000000,2028-12-31,11,1065,0,0.0,0,0.0,Brazil,Brazil,right,193,yes,0.51,0.0,0.0,0.34,100.0,0.0,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,17.49,80.68,9.38,67.57,6.42,52.63,0.0,0.0,0.0,2.54,40.0,0.08,0.0,0.0,4.39,73.08,1.01,2.54,60.0,0.88,-1.57,-0.133,1.01,-78203
J. Nardoni,Brazil 1.,2026,Grêmio,"RCMF, LCMF",24,0,2029-12-31,14,1061,2,2.14,0,0.28,Argentina,"Argentina, Italy",right,180,no,6.02,4.75,55.36,2.63,38.71,0.17,4.05,0.17,0.18,0.08,11,0.93,36.36,18.182,0.51,0.0,0.68,37.5,5.68,40.3,1.02,0.59,0.08,27.91,84.19,7.55,68.54,2.21,65.38,0.02,0.08,0.0,4.24,74.0,1.36,37.5,0.25,3.31,69.23,,,0.0,0.0,,,,-140968
