"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"Mostafa Koshari","Egypt 1.","Kahraba Ismailia","RB, LWB, LB","31","0","","13","722","0","0.16","0","0.13","Egypt","right","0","8.48","5.73","63.04","1.37","63.64","0.25","5.93","0","0.02","0","5","0.62","20","0","3.12","32","3.74","60","7.85","52.38","0.75","1.37","0.25","23.19","68.28","8.23","60.61","4.74","55.26","0.02","0","0.12","3.12","44","2.37","36.84","0.12","5.48","54.55","","","0","0","","",""
"Sherif Reda","Egypt 1.","Smouha","RB, LB","29","350000","2026-06-30","10","715","0","0.15","2","1.71","Egypt","","0","10.32","5.66","73.33","2.9","60.87","0.25","10.28","0","0.02","0","3","0.38","33.33","0","2.64","33.33","1.13","55.56","4.41","37.14","0.76","1.13","0.13","29.2","65.52","15.36","60.66","6.55","48.08","0.22","0.13","0.25","5.66","62.22","3.52","39.29","0.76","9.06","62.5","","","0","0","","",""
"Islam Gaber","Egypt 1.","Al Mokawloon","RAMF, LW, LCMF","29","200000","2028-06-30","8","714","0","0.56","0","0.91","Egypt","left","184","7.69","6.18","69.39","2.77","22.73","0","4.38","0","0.07","0","12","1.51","25","0","2.02","43.75","1.89","66.67","5.8","50","0.88","1.51","0","30.5","72.31","10.71","54.12","5.29","45.24","0.11","0","0.13","6.05","47.92","2.39","57.89","0.63","6.05","75","","","0","0","","",""
"Mohamed Magli","Egypt 1.","Haras El Hodood","LDMF, RCMF","30","150000","2026-06-30","9","713","0","0.12","0","0.17","Egypt","right","0","7.32","6.31","60","1.51","25","0.25","4.85","0","0.01","0","2","0.25","50","0","1.01","25","0.38","0","4.04","37.5","0.25","0.25","0","33.58","76.32","12.75","62.38","3.28","53.85","0.02","0.13","0","5.3","64.29","0.88","42.86","0.13","6.19","69.39","","","0","0","","",""
"Abdel Fattah Ashraf","Egypt 1.","Kahraba Ismailia","CB, RCMF, RCB","23","0","2028-06-30","11","710","0","0.05","2","0.28","Egypt","","0","10.27","6.97","60","4.06","62.5","0.38","8.08","0","0.01","0","2","0.25","0","0","0.13","0","0.76","66.67","1.9","53.33","0.51","0.76","0.13","26.75","74.41","11.92","65.96","4.18","48.48","0.04","0.13","0.25","5.58","56.82","0.63","20","0.25","5.32","61.9","","","0","0","","",""
"Mohamed Ismail","Egypt 1.","Zamalek","RCB","26","0","2030-06-30","7","709","0","0.12","0","0","Egypt","right","180","6.35","4.32","73.53","3.43","66.67","0.38","4.58","0","0.01","0","2","0.25","50","0","0.25","50","0.76","66.67","1.65","53.85","0.38","1.02","0","51.66","86.73","18.66","70.07","6.98","54.55","0","0","0","4.44","62.86","0.89","42.86","0.25","9.01","57.75","","","0","0","","",""
"Ahmed Kouka","Egypt 1.","Al Ahly","LB","24","0","2026-06-30","10","708","1","0.32","0","0.16","Egypt","left","178","6.99","6.74","58.49","2.29","66.67","0.25","4.62","0.13","0.04","0","7","0.89","28.57","14.286","1.27","20","0.25","0","1.65","15.38","0.76","1.78","0.13","52.88","86.54","19.32","80.92","3.69","41.38","0.02","0.25","0.13","10.04","82.28","1.91","53.33","0.76","10.42","81.71","","","0","0","","",""
"M. Hashem","Egypt 1.","Al Masry","LCB, RCB","30","0","","8","707","0","0.48","0","0","Egypt","right","0","7.26","3.82","76.67","5.6","45.45","0.76","6.62","0","0.06","0","3","0.38","0","0","0","0","0.13","100","1.02","75","0.38","0.51","0","33.73","87.17","15.4","78.51","5.35","52.38","0","0","0","3.95","67.74","0.25","0","0.13","6.24","69.39","","","0","0","","",""
"A. Dieng","Egypt 1.","Al Ahly","DMF, RDMF","28","3500000","2026-06-30","11","707","0","0.41","0","0.97","Mali","right","181","8.91","5.73","68.89","3.31","76.92","0","9.17","0","0.05","0","6","0.76","16.67","0","0.51","25","1.02","62.5","4.46","22.86","0.89","0.76","0","45.19","86.48","13.62","70.09","1.91","46.67","0.12","0","0.38","7.26","84.21","1.02","50","0.64","6.24","75.51","","","0","0","","",""
"M. Ashraf","Egypt 1.","National Bank of Egypt","LCMF, RDMF","25","0","","11","705","0","0.62","0","0.13","Egypt","","0","4.47","4.98","61.54","7.91","51.61","0","1.94","0","0.08","0","9","1.15","22.22","0","0.38","0","2.04","62.5","7.66","51.67","1.28","1.15","0.13","31.53","81.78","10.47","75.61","2.17","58.82","0.02","0.26","0","6.51","76.47","1.02","37.5","0.64","5.36","73.81","","","0","0","","",""
"A. Magdy Kahraba","Egypt 1.","Al Mokawloon","RB, RCMF","27","0","","10","696","0","0.18","1","0.62","Egypt","","180","9.18","6.98","70.37","3.88","36.67","0","6.55","0","0.02","0","5","0.65","20","0","3.1","45.83","1.55","66.67","4.66","44.44","1.03","0.78","0.13","30.65","71.73","12.67","70.41","6.34","63.27","0.08","0.13","0.26","6.08","68.09","3.36","57.69","0.65","9.7","73.33","","","0","0","","",""
"Ahmed Atef Otta","Egypt 1.","Pyramids","RCMF, LDMF, AMF","23","0","","9","694","1","1.27","1","0.34","Egypt","right","0","7.26","6.1","63.83","3.63","17.86","0","5.81","0.13","0.16","0","12","1.56","41.67","8.333","0.52","25","1.82","71.43","7.26","39.29","1.82","0.78","0","27.23","83.33","9.34","73.61","1.56","58.33","0.04","0.52","0.26","2.85","77.27","1.43","72.73","1.04","5.32","78.05","","","0","0","","",""
"J. Ebuka","Egypt 1.","Al Ittihad","CF","29","800000","2027-06-30","10","694","1","1.18","0","0.14","Nigeria","left","178","0.91","1.04","37.5","6.35","26.53","0","0.8","0.13","0.15","0","12","1.56","33.33","8.333","0.78","16.67","1.95","60","9.99","28.57","2.33","0.91","0","8.95","72.46","1.43","100","0.13","100","0.02","0.13","0","1.17","88.89","0.52","75","0.39","0.91","100","","","0","0","","",""
"Marwan Ateya","Egypt 1.","Al Ahly","DMF, LDMF, RDMF","27","0","2029-06-30","7","694","0","0.24","0","0.2","Egypt","right","170","7.78","6.61","64.71","1.43","45.45","0","5.58","0","0.03","0","11","1.43","45.45","0","0.91","28.57","0.52","50","2.46","36.84","0.13","1.3","0","59.78","84.16","20.62","72.96","10.24","58.23","0.03","0.13","0.26","12.58","75.26","2.46","36.84","0.78","10.89","72.62","","","0","0","","",""
"Oday Dabbagh","Egypt 1.","Zamalek","CF","27","1500000","2029-06-30","10","693","3","2.47","0","0.14","Palestine","left","183","3.25","2.99","65.22","3.12","45.83","0","2.26","0.39","0.32","0.13","13","1.69","46.15","23.077","0.52","0","1.43","54.55","5.71","40.91","3.12","0.13","0","18.44","78.17","1.95","33.33","0.91","100","0.02","0","0.13","0.91","71.43","0.39","0","0.13","0.91","28.57","","","0","0","","",""
"Karim Hafez","Egypt 1.","Pyramids","LB, RB, RAMF","29","500000","2027-06-30","10","693","1","1.13","0","1.03","Egypt","left","175","7.4","5.71","68.18","2.99","34.78","0","6","0","0.15","0","6","0.78","33.33","16.667","2.99","52.17","0.52","75","2.99","47.83","0.13","1.04","0","43.12","81.02","16.75","68.99","5.84","46.67","0.13","0","0.39","6.23","62.5","3.25","60","0.26","8.83","72.06","","","0","0","","",""
"Mahmoud Mamdouh","Egypt 1.","Modern Sport","LW, RW, LAMF","23","0","2029-06-30","12","693","1","1.51","0","0.12","Egypt","right","0","9.35","7.27","66.07","4.16","28.13","0","4.86","0.13","0.2","0","13","1.69","15.38","7.692","2.47","26.32","3.25","40","10.26","29.11","3.12","1.82","0.39","17.27","70.68","2.86","63.64","1.04","75","0.02","0","0.13","0.91","57.14","1.56","33.33","0.39","1.82","64.29","","","0","0","","",""
"M. Dowidar","Egypt 1.","National Bank of Egypt","RB","26","0","","9","691","0","0.11","0","0.31","Egypt","","170","8.21","6.25","81.25","1.95","53.33","0.26","5","0","0.01","0","4","0.52","25","0","3","26.09","1.82","50","5.73","18.18","0.52","0.65","0","37.77","77.59","15.11","75","3.91","60","0.04","0.13","0.13","4.3","81.82","2.87","36.36","0.26","8.6","69.7","","","0","0","","",""
"Mahmoud Farhat","Egypt 1.","Pharco","CF","22","0","2027-06-30","13","686","1","1.23","0","0.07","Egypt","","0","3.94","3.15","50","14.56","42.34","0","3.04","0.13","0.16","0","10","1.31","30","10","0.26","0","1.18","66.67","8.53","26.15","1.71","0.52","0","16.01","68.03","4.59","51.43","0.79","66.67","0.01","0","0.13","1.44","36.36","0.66","40","0.13","1.71","61.54","","","0","0","","",""
"Karim El Eraki","Egypt 1.","Al Masry","RB","28","300000","2027-06-30","11","680","0","0.04","0","0.28","Egypt","right","173","8.07","6.62","66","1.72","46.15","0.13","5.17","0","0.01","0","3","0.4","0","0","1.46","54.55","0.79","83.33","3.04","34.78","0.53","1.32","0.4","28.59","80.09","12.18","68.48","4.5","41.18","0.04","0","0.13","3.44","61.54","1.32","60","0.4","5.03","71.05","","","0","0","","",""
"J. Arthur","Egypt 1.","Ceramica","LCB, CB","17","0","","8","678","0","0","0","0.41","Ghana","right","0","4.25","1.59","66.67","4.51","58.82","0.53","5.41","0","0","0","0","0","0","0","0","0","0.13","0","0.53","0","0.13","0.4","0","43.41","91.44","19.51","83.67","2.79","23.81","0.05","0.13","0.13","2.79","47.62","0.13","0","0.13","4.91","54.05","","","0","0","","",""
"A. Osama Shika","Egypt 1.","Modern Sport","RDMF, LCMF, LDMF","26","350000","2029-06-30","9","670","0","0.1","0","0.02","Egypt","left","0","9.54","6.99","67.31","1.88","64.29","0.13","5.35","0","0.01","0","4","0.54","0","0","0.54","0","1.21","55.56","4.97","45.95","0.27","0.81","0.13","42.18","82.8","13.43","69","5.91","59.09","0","0","0","6.31","70.21","2.15","43.75","0.94","6.58","71.43","","","0","0","","",""
"Naser Naser","Egypt 1.","Al Ittihad","DMF, RDMF, LCMF","29","0","2027-06-30","9","668","0","0.23","0","0.08","Egypt","right","175","7.95","5.12","52.63","3.77","46.43","0.27","6.12","0","0.03","0","3","0.4","0","0","0.54","25","0.81","50","3.5","34.62","0.27","0.4","0","37.86","80.78","15.36","71.93","4.72","60","0.01","0","0.13","8.62","70.31","1.48","54.55","0.67","7.54","82.14","","","0","0","","",""
"M. Temine","Egypt 1.","Al Masry","RAMF, CF, LWF","24","375000","2028-06-30","9","667","2","3.54","1","0.46","Algeria","right","0","3.78","2.56","63.16","4.18","38.71","0","3.24","0.27","0.48","0","12","1.62","41.67","16.667","0.54","50","1.08","62.5","5.8","39.53","4.72","0.94","0","15.92","76.27","3.1","60.87","0.4","66.67","0.06","0","0.27","0.54","50","0.4","66.67","0.94","0.81","66.67","","","0","0","","",""
"Mohamed Fakhri","Egypt 1.","Pharco","CF, LW, AMF","26","200000","2027-06-30","9","662","1","1.02","0","0.79","Egypt","right","185","5.44","3.67","66.67","2.18","18.75","0","3.61","0.14","0.14","0","7","0.95","57.14","14.286","1.5","27.27","2.18","50","8.97","45.45","1.63","1.36","0.27","27.87","72.2","6.8","62","3.26","50","0.11","0","0.27","4.76","54.29","2.18","31.25","0.54","4.62","64.71","","","0","0","","",""
"Ahmed Abdel Rasoul","Egypt 1.","El Gounah","RCB, LCB","30","150000","","7","662","0","0.08","0","0","Egypt","right","180","6.53","2.18","81.25","6.39","46.81","1.09","6.91","0","0.01","0","3","0.41","0","0","0","0","0","0","1.22","22.22","0.82","0.41","0","31.68","75.11","18.08","62.41","11.28","54.22","0","0","0","4.49","51.52","0.14","0","0.14","8.97","62.12","","","0","0","","",""
"M. Ounajem","Egypt 1.","Kahraba Ismailia","LB, RW, RB","34","500000","","10","661","2","1.79","1","0.25","Morocco","right","173","6.67","4.63","70.59","1.36","60","0","4.81","0.27","0.24","0.27","6","0.82","83.33","33.333","2.18","31.25","3.95","34.48","9.67","32.39","1.23","1.5","0","28.73","72.04","8.99","50","2.04","40","0.03","0","0","2.45","77.78","2.45","55.56","0.82","6.67","53.06","","","0","0","","",""
"Youssef Galal","Egypt 1.","Kahraba Ismailia","RCMF, DMF","23","0","","9","660","0","0.07","0","0.11","Egypt","","0","10.5","7.23","69.81","1.91","50","0.55","6.61","0","0.01","0","3","0.41","66.67","0","0.41","100","0.55","50","2.59","42.11","0.27","0.55","0","28.23","73.43","11.18","68.29","4.91","38.89","0.02","0","0.55","5.59","65.85","0.95","71.43","0.55","6.14","64.44","","","0","0","","",""
"A. El Banouby","Egypt 1.","ZED FC","LAMF, RAMF, RW","25","0","2027-06-30","11","660","2","2.76","0","1","Egypt","","0","4.5","2.86","71.43","6.95","45.1","0","3.52","0.27","0.38","0","12","1.64","33.33","16.667","0.68","60","1.64","41.67","5.59","26.83","3.68","1.23","0","25.64","78.19","7.36","74.07","0.82","33.33","0.14","0.14","0.41","2.73","65","1.09","75","0.82","4.09","63.33","","","0","0","","",""
"Ahmed Rayan","Egypt 1.","National Bank of Egypt","CF, RWF","28","1000000","2027-06-30","9","658","4","4.34","1","1.1","Egypt","right","185","3.28","2.05","73.33","6.02","43.18","0.14","2","0.14","0.59","0.14","19","2.6","42.11","21.053","0.14","0","1.78","30.77","6.98","23.53","2.87","0.41","0.14","16.69","72.13","6.29","67.39","1.5","54.55","0.15","0.14","0.55","2.46","72.22","1.64","66.67","1.5","3.01","72.73","","","0","0","","",""
"Mostafa El Badry","Egypt 1.","Petrojet","LAMF, LW","28","200000","2028-06-30","9","654","2","1.01","0","0.49","Egypt","right","185","5.92","5.37","48.72","4.54","33.33","0","4.26","0.28","0.14","0.14","7","0.96","28.57","28.571","2.06","40","1.24","66.67","9.22","41.79","2.2","1.38","0.14","18.72","68.38","3.58","50","2.2","75","0.07","0","0.14","0.96","57.14","1.65","50","0.69","3.17","65.22","","","0","0","","",""
"E. El Fayoumi","Egypt 1.","Kahraba Ismailia","LB, LWB","32","0","2026-06-30","10","647","1","0.28","0","0.38","Egypt","unknown","0","9.74","5.98","62.79","3.89","42.86","0.28","8.34","0.14","0.04","0","3","0.42","33.33","33.333","1.25","11.11","1.11","50","3.62","38.46","0.28","0.97","0.14","29.77","73.83","13.21","70.53","5.15","59.46","0.05","0","0","5.01","69.44","1.53","18.18","0.14","7.37","62.26","","","0","0","","",""
"M. Hassouna","Egypt 1.","El Gounah","RDMF, AMF, RCMF","29","0","2027-06-30","11","644","0","0.03","0","0.36","Egypt","right","177","6.15","4.19","76.67","3.07","45.45","0","3.52","0","0","0","5","0.7","0","0","0.98","100","0.56","50","2.66","21.05","0.14","0.98","0.28","30.75","88.64","9.5","73.53","3.77","59.26","0.05","0","0.14","4.75","73.53","1.26","100","0.42","5.45","84.62","","","0","0","","",""
"Mohamed Antar","Egypt 1.","Al Mokawloon","LAMF, AMF","32","100000","2026-06-30","13","641","0","0.9","1","0.47","Egypt","","171","4.91","4.91","74.29","4.77","29.41","0","2.11","0","0.13","0","8","1.12","50","0","4.07","31.03","4.91","37.14","13.34","28.42","2.25","2.67","0.14","24.71","65.91","8","63.16","2.67","47.37","0.07","0.14","0.14","4.63","57.58","4.91","48.57","1.68","5.62","85","","","0","0","","",""
"Hesham Salah","Egypt 1.","National Bank of Egypt","RB","28","500000","2028-06-30","7","641","0","0.5","0","1.08","Egypt","right","184","6.74","5.2","54.05","2.53","72.22","0.14","7.24","0","0.07","0","3","0.42","0","0","2.67","52.63","0.98","14.29","3.37","25","0.28","1.4","0.14","42.12","75.67","22.89","70.55","5.76","41.46","0.15","0","0.14","5.2","64.86","3.93","57.14","0.98","11.51","70.73","","","0","0","","",""
"Ali El Zahdi","Egypt 1.","El Gounah","RAMF, LAMF, LW","29","100000","","12","632","0","0.46","0","0.87","Egypt","","0","6.98","5.55","61.54","4.98","40","0.14","3.25","0","0.07","0","7","1","28.57","0","0.85","16.67","1.99","21.43","4.7","33.33","1.57","0.71","0","15.38","75","3.28","73.91","1","57.14","0.12","0","0.43","1.99","42.86","1.14","50","0.57","2.14","86.67","","","0","0","","",""
"Y. Annor","Egypt 1.","National Bank of Egypt","RW, CF, RAMF","28","0","2027-06-30","12","629","0","1.23","1","1.35","Ghana","right","176","4.29","3.72","73.08","2.15","26.67","0.14","2.03","0","0.18","0","10","1.43","50","0","1.29","33.33","1.14","75","5.15","41.67","3.72","0.72","0.29","18.46","79.07","3.29","78.26","1","57.14","0.19","0","0.14","1.29","77.78","1","57.14","0.72","3.29","78.26","","","0","0","","",""
"Mostafa El Khawaga","Egypt 1.","El Geish","RCMF, LCMF, DMF","32","0","2026-06-30","11","627","0","0.08","0","0.18","Egypt","right","178","6.46","4.74","72.73","1","28.57","0","3.15","0","0.01","0","7","1","14.29","0","0.86","33.33","0.86","83.33","3.88","55.56","0","0.72","0.14","35.89","84.4","12.78","76.4","6.75","70.21","0.03","0","0.29","7.61","75.47","1","14.29","0","6.46","75.56","","","0","0","","",""
"J. Ojera","Egypt 1.","Al Mokawloon","RW, RAMF, CF","28","0","2026-06-30","9","627","2","1.68","0","0","Uganda","","0","4.31","4.16","41.38","5.89","14.63","0.14","3.02","0.29","0.24","0","9","1.29","22.22","22.222","2.58","16.67","2.01","71.43","9.19","42.19","2.58","0.72","0.43","17.94","68","4.88","61.76","1.29","77.78","0","0.14","0","2.44","70.59","2.3","25","0.43","2.01","85.71","","","0","0","","",""
"C. Ekpenyong","Egypt 1.","Al Mokawloon","AMF, CF, RAMF","21","0","2027-06-30","11","622","0","2.35","0","0.12","Nigeria","unknown","0","5.35","5.21","55.56","4.34","16.67","0","4.21","0","0.34","0","14","2.03","21.43","0","1.74","8.33","2.75","52.63","8.97","35.48","3.04","1.74","0.43","17.94","66.13","5.64","56.41","0.43","66.67","0.02","0.14","0.14","1.88","61.54","1.74","25","0.58","2.17","73.33","","","0","0","","",""
"D. Bah Amadou","Egypt 1.","Petrojet","AMF, RAMF, LAMF","22","0","","13","621","0","0.81","0","0.45","Guinea","","160","10.43","9.57","60.61","5.22","19.44","0.29","6.11","0","0.12","0","8","1.16","37.5","0","1.16","25","0.87","50","5.36","32.43","1.88","0.72","0","25.8","69.1","7.83","50","3.77","42.31","0.06","0.14","0.14","3.91","37.04","2.61","33.33","0.58","3.48","70.83","","","0","0","","",""
"A. Keita","Egypt 1.","El Geish","LB, LCMF","22","0","2028-06-30","9","618","0","0.04","0","0.28","Guinea","left","0","6.41","5.53","55.26","1.02","57.14","0.15","5.04","0","0.01","0","4","0.58","0","0","3.79","26.92","2.18","60","8.74","43.33","0.15","1.31","0","34.81","78.66","10.05","63.77","4.37","53.33","0.04","0","0.44","3.93","51.85","2.18","40","0.29","6.41","70.45","","","0","0","","",""
"Mohamed Sherif","Egypt 1.","Al Ahly","CF","29","1300000","2030-06-30","9","617","2","2.87","1","0.5","Egypt","right","184","1.9","1.75","66.67","3.21","31.82","0.15","1.39","0.29","0.42","0.15","16","2.33","43.75","12.5","0.58","25","0.58","50","4.23","34.48","5.11","0.29","0","10.06","73.91","0.73","60","0.15","0","0.07","0","0.44","0.44","66.67","0.29","50","0.73","0.44","100","","","0","0","","",""
"Mohamed Hagras","Egypt 1.","Kahraba Ismailia","GK","28","0","2026-06-30","6","617","0","0","0","0","Egypt","unknown","0","1.75","0","0","0.88","83.33","0","2.42","0","0","0","0","0","0","0","0","0","0","0","0.58","100","0.15","0","0","15.17","74.04","8.61","67.8","7.73","56.6","0","0","0","2.77","42.11","0","0","0","5.11","74.29","1.17","4.81","75.76","1.2","0.22","0.032","1.31"
"Ali El Gabry","Egypt 1.","Kahraba Ismailia","GK","24","0","2026-06-30","6","610","0","0","0","0","Egypt","right","190","1.03","0.15","100","0.74","80","0","1.34","0","0","0","0","0","0","0","0","0","0","0","0.15","100","0","0","0","14.16","69.79","10.33","62.86","8.56","56.9","0","0.3","0","3.1","52.38","0","0","0","7.23","69.39","2.07","5.46","62.16","1.76","-2.08","-0.307","1.48"
"Mohamed Ehab","Egypt 1.","Ismaily","LB, LCB, LCMF","22","0","","8","604","0","0.1","1","0.67","Egypt","","0","8.49","7.3","55.1","4.92","45.45","0.6","5.71","0","0.02","0","3","0.45","0","0","0.3","0","0.89","66.67","3.58","62.5","0.15","0.3","0","32.04","84.65","14.01","74.47","3.73","48","0.1","0","0","5.36","72.22","1.04","14.29","0.15","6.56","70.45","","","0","0","","",""
"Khaled Al-Nabris","Egypt 1.","Ismaily","CF, AMF","22","0","2026-06-30","9","599","0","0.49","0","0.06","Palestine","unknown","0","3.01","1.65","72.73","4.51","40","0.15","2.16","0","0.07","0","8","1.2","37.5","0","1.2","25","1.8","50","5.86","43.59","0.9","0.45","0.15","26.59","65.54","12.32","54.88","5.26","37.14","0.01","0.3","0.15","7.51","54","4.06","37.04","1.05","6.16","73.17","","","0","0","","",""
"Omar Fathi Saviola","Egypt 1.","Haras El Hodood","AMF, LCMF, RCMF","31","300000","2026-06-30","9","597","0","0.59","1","0.54","Egypt","right","183","6.33","7.09","55.32","1.06","57.14","0.15","2.93","0","0.09","0","10","1.51","30","0","0.9","33.33","2.86","52.63","7.39","34.69","1.36","0.75","0","28.34","81.91","8.89","67.8","3.47","56.52","0.08","0.3","0.15","4.52","63.33","1.66","63.64","0.9","4.52","76.67","","","0","0","","",""
"Mostafa Shakshak","Egypt 1.","ENPPI","RB, LAMF","25","150000","","8","596","0","0.13","0","0.88","Egypt","","0","6.04","4.83","62.5","2.72","44.44","0.6","4.51","0","0.02","0","7","1.06","28.57","0","1.51","40","3.78","68","8.15","40.74","0.45","2.27","1.06","27.03","76.54","11.17","60.81","4.08","59.26","0.13","0.15","0.15","3.78","60","1.66","54.55","0.3","6.8","73.33","","","0","0","","",""
"S. Ojo","Egypt 1.","El Gounah","RW, RAMF, RWF","22","0","","10","594","0","1.9","0","0.21","Nigeria","left","185","2.88","3.48","60.87","6.97","54.35","0","1.14","0","0.29","0","10","1.52","30","0","1.21","50","1.06","71.43","8.33","32.73","2.12","0.91","0","18.33","74.38","4.7","67.74","0.91","33.33","0.03","0","0.15","3.03","55","1.52","70","0.3","2.42","56.25","","","0","0","","",""
"Taher Mohamed","Egypt 1.","Al Ahly","RAMF, CF, RW","28","0","","12","593","0","1.53","0","0.65","Egypt","right","186","6.37","4.55","63.33","5.77","39.47","0","4.72","0","0.23","0","14","2.12","28.57","0","3.04","40","2.43","50","8.65","31.58","3.19","2.28","0.15","30.66","74.26","8.35","61.82","2.12","71.43","0.1","0.15","0","2.28","73.33","3.19","38.1","0.61","3.79","80","","","0","0","","",""
"K. Ahmed","Egypt 1.","El Gounah","LB","22","0","","7","592","0","0.15","0","0.62","Egypt","","0","9.27","7.15","70.21","1.98","53.85","0","4.52","0","0.02","0","5","0.76","20","0","1.06","28.57","0.3","50","1.82","41.67","0","0.46","0","24.93","70.12","12.47","65.85","3.65","25","0.09","0","0.15","3.19","71.43","1.37","44.44","0.15","6.69","56.82","","","0","0","","",""
"Mohamed Hamdi","Egypt 1.","Haras El Hodood","CF, RWF","33","0","","8","592","1","2.06","0","0.99","Egypt","right","183","2.89","1.67","54.55","10.03","31.82","0","1.53","0.15","0.31","0.15","13","1.98","15.38","7.692","0.76","40","2.58","58.82","8.06","33.96","3.19","1.67","0.15","19.61","83.72","4.26","82.14","1.37","77.78","0.15","0.15","0.61","1.67","63.64","1.22","87.5","0.91","2.58","88.24","","","0","0","","",""
"Mohamed Abdel Samiae","Egypt 1.","Ismaily","RCMF, LCMF, RW","25","100000","2026-06-30","8","587","0","0.38","0","0.49","Egypt","","0","4.29","3.53","56.52","2.61","35.29","0.15","2.63","0","0.06","0","9","1.38","11.11","0","1.38","44.44","1.38","55.56","4.14","40.74","0.61","0.92","0","28.21","77.17","10.73","58.57","4.91","53.13","0.08","0","0","6.9","62.22","2.61","29.41","0.15","5.52","75","","","0","0","","",""
"Ahmed Eid","Egypt 1.","Al Masry","RB","25","200000","2026-06-30","7","586","0","0.04","0","0.57","Egypt","right","178","9.83","5.22","61.76","1.84","50","0.31","9.59","0","0.01","0","1","0.15","0","0","2.46","43.75","1.23","75","3.99","42.31","0","1.54","0.31","31.95","76.92","12.59","69.51","3.99","50","0.09","0.15","0.31","5.07","63.64","3.07","55","0.92","7.22","68.09","","","0","0","","",""
"Mohamed Adel","Egypt 1.","Ceramica","RB","30","500000","2027-06-30","8","578","0","0.01","0","0.36","Egypt","","0","8.72","5.45","60","2.18","35.71","0.47","9.81","0","0","0","1","0.16","0","0","0.78","20","0.93","33.33","3.11","50","0.93","0.62","0","50.61","87.38","17.28","81.98","2.02","61.54","0.06","0","0.31","4.36","82.14","1.71","54.55","0.62","8.41","74.07","","","0","0","","",""
"W. El Karti","Egypt 1.","Pyramids","AMF, LDMF, RDMF","31","1500000","2026-06-30","7","575","2","0.64","0","0.12","Morocco","right","185","5.79","3.6","60.87","5.01","56.25","0.31","6.8","0.31","0.1","0.16","8","1.25","62.5","25","0.63","75","0.63","50","4.38","25","2.03","0.63","0","38.03","82.3","8.77","60.71","4.7","63.33","0.02","0.47","0","5.17","72.73","1.25","25","0.31","4.85","64.52","","","0","0","","",""
"B. Moussa","Egypt 1.","Petrojet","LAMF, LW, LWF","26","0","","9","575","2","2.32","1","0.36","Palestine","","0","4.23","3.29","71.43","4.85","25.81","0","2.54","0.16","0.36","0","13","2.03","38.46","15.385","1.88","33.33","4.07","50","10.64","32.35","2.82","2.35","0.94","19.88","63.78","5.01","46.88","1.57","40","0.06","0.16","0.31","2.19","42.86","1.88","41.67","0.63","3.13","60","","","0","0","","",""
"M. Ibrahim Dodo","Egypt 1.","Petrojet","RAMF","23","0","","10","569","1","0.53","0","0.22","Egypt","","0","6.64","6.96","56.82","5.38","32.35","0.16","3.36","0.16","0.08","0.16","7","1.11","14.29","14.286","2.85","16.67","4.59","48.28","11.23","36.62","1.58","1.27","0.32","22.62","73.43","6.8","72.09","2.85","66.67","0.03","0","0","3.16","65","3.01","21.05","0.47","4.75","66.67","","","0","0","","",""
"K. Tarek","Egypt 1.","El Geish","LW, LAMF, LWF","33","300000","2026-06-30","8","568","2","1.25","0","1.58","Egypt","both","173","5.7","4.6","65.52","1.74","9.09","0.16","2.57","0.32","0.2","0","9","1.43","33.33","22.222","3.64","30.43","4.28","40.74","7.76","36.73","3.17","2.69","0.16","17.27","60.55","4.28","44.44","0.79","20","0.25","0","0.79","1.27","0","3.8","50","0.79","3.33","61.9","","","0","0","","",""
"Mostafa Ziko","Egypt 1.","Pyramids","LAMF, LW","28","0","2029-06-30","11","564","2","2.66","1","0.29","Egypt","right","0","6.22","4.95","58.06","5.74","44.44","0.16","5.71","0.32","0.42","0.16","24","3.83","41.67","8.333","1.6","10","2.23","42.86","7.18","26.67","4.95","1.44","0","27.29","74.85","7.02","65.91","1.6","50","0.05","0.16","0","4.15","65.38","2.07","38.46","0.8","4.31","66.67","","","0","0","","",""
"F. Boli","Egypt 1.","Wadi Degla","CF","32","1000000","","11","564","3","2.08","0","1.08","Côte d'Ivoire","right","180","2.39","1.28","62.5","4.31","29.63","0.32","2.62","0.48","0.33","0","11","1.76","36.36","27.273","0.8","40","1.28","62.5","4.79","36.67","4.47","0.8","0","12.13","68.42","2.71","58.82","0.8","40","0.17","0","0.48","0.8","100","0.8","40","1.12","1.28","62.5","","","0","0","","",""
