"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"Mohamed Bassam","Egypt 1.","Ceramica","GK","35","600000","2027-06-30","14","1438","0","0","0","0","Egypt","right","191","2","0","0","0.19","100","0.06","3.45","0","0","0","0","0","0","0","0","0","0","0","0.25","100","0","0","0","20.09","83.8","11.08","72.32","6.76","53.7","0","0","0","2.63","38.1","0.25","25","0.06","3.57","77.19","0.38","2.69","86.05","0.77","6.25","0.391","1.19"
"Amr Hossam","Egypt 1.","Wadi Degla","GK","34","200000","2028-06-30","14","1434","0","0","0","0","Egypt","right","183","1.19","0.06","0","0.13","100","0.06","2.18","0","0","0","0","0","0","0","0","0","0","0","0.5","87.5","0","0","0","15.44","84.55","8.22","73.28","6.21","65.66","0","0","0","1.76","53.57","0.06","0","0.06","4.77","71.05","0.82","2.32","64.86","0.72","-1.51","-0.095","0.88"
"Mahmoud El Zanfaly","Egypt 1.","Haras El Hodood","GK","33","200000","2027-06-30","14","1432","0","0","0","0","Egypt","right","190","1.82","0.06","100","1.07","88.24","0","2.42","0","0","0","0","0","0","0","0","0","0","0","0.25","100","0","0","0.06","12.32","73.47","10.37","68.48","8.67","63.77","0","0","0","2.83","51.11","0.13","0","0","6.16","80.61","1.19","4.46","73.24","1.13","-1.07","-0.067","2.33"
"Mostafa Gamal","Egypt 1.","Al Mokawloon","DMF, RCMF, RDMF","35","0","2026-06-30","14","1432","1","0.76","1","0.86","Egypt","","0","6.6","5.66","62.22","5.59","53.93","0.13","5.11","0","0.05","0","2","0.13","50","50","0.25","25","0.25","75","1.82","55.17","0.06","0.69","0","34.57","82.91","11.75","71.12","3.83","57.38","0.05","0.13","0.06","5.91","67.02","1.07","41.18","0.44","4.9","78.21","","","0","0","","",""
"T. Mohamed","Egypt 1.","Petrojet","LB","26","0","","14","1431","0","0.33","1","0.97","Egypt","unknown","0","9.25","5.22","65.06","2.08","48.48","0.25","6.53","0","0.02","0","15","0.94","20","0","3.65","20.69","3.4","50","7.11","41.59","0.82","2.7","0.38","28.62","60.66","12.2","61.34","8.05","44.53","0.06","0.13","0.31","6.48","54.37","3.58","24.56","0.82","8.81","67.86","","","0","0","","",""
"Omar Salah","Egypt 1.","Petrojet","GK","28","100000","2027-06-30","14","1431","0","0","0","0","Egypt","right","187","1.26","0","0","0.82","76.92","0","1.69","0","0","0","0","0","0","0","0","0","0","0","0.06","100","0","0","0.06","11.01","72","8.68","65.94","7.17","57.89","0","0","0","3.27","53.85","0","0","0","5.16","75.61","1.01","3.9","74.19","1.23","3.62","0.228","1.76"
"Ahmed El Aash","Egypt 1.","Ghazl El Mehalla","RCB","27","50000","2028-06-30","14","1430","0","0.25","0","0.04","Egypt","right","0","7.49","3.65","79.31","5.03","58.75","0.69","6.05","0","0.02","0","7","0.44","0","0","0.31","40","0","0","0.76","41.67","0.38","0.44","0","32.6","77.22","18.63","66.22","12.84","63.24","0","0","0","5.98","57.89","1.51","20.83","0.31","10.45","71.69","","","0","0","","",""
"Amer Amer","Egypt 1.","Ghazl El Mehalla","GK","38","100000","2026-06-30","14","1430","0","0","0","0","Egypt","","183","1.83","0","0","0.57","100","0","2.51","0","0","0","0","0","0","0","0","0","0","0","0.06","100","0","0","0","10.13","86.34","5.41","75.58","3.59","70.18","0","0.06","0","0.63","40","0","0","0","2.9","80.43","0.44","2.33","81.08","0.61","2.68","0.169","1.57"
"M. Saeed","Egypt 1.","Pharco","GK","32","0","","14","1421","0","0","0","0","Egypt","unknown","0","1.39","0.38","66.67","1.14","88.89","0","1.4","0","0","0","0","0","0","0","0","0","0.19","33.33","0.51","62.5","0","0","0","12.16","78.13","6.97","71.82","5.76","64.84","0","0","0","1.77","78.57","0","0","0","4.56","63.89","0.89","4.18","78.79","1.02","2.16","0.137","2.85"
"Ragab Nabil","Egypt 1.","Ceramica","LCB, RCB","32","400000","2027-06-30","14","1415","2","1.2","0","0","Egypt","","180","5.92","2.67","54.76","4.83","60.53","0.51","7.25","0.13","0.08","0.06","5","0.32","60","40","0.13","0","0","0","0.57","33.33","0.51","1.14","0","46.88","90.37","20.29","84.64","4.07","46.88","0","0","0","4.39","73.91","0.06","0","0.06","6.49","67.65","","","0","0","","",""
"M. Ahmed","Egypt 1.","Pharco","LCB, CB","22","0","2026-06-30","14","1412","0","0","0","0.17","Egypt","unknown","0","7.97","3.82","66.67","3.19","46","0.38","6.26","0","0","0","0","0","0","0","0.19","33.33","0","0","0.64","50","0.25","0.51","0","26.07","83.13","14.15","78.38","5.23","60.98","0.01","0","0","3.51","61.82","0.38","33.33","0.25","7.33","70.43","","","0","0","","",""
"Adham Hamed","Egypt 1.","Petrojet","LDMF, RDMF, LCMF","25","0","2027-06-30","14","1363","3","2.68","0","0.72","Egypt","right","0","10.37","6.74","67.65","6.6","60","0.33","7.59","0.07","0.18","0.07","13","0.86","38.46","23.077","0.86","38.46","0.99","60","4.69","38.03","0.59","0.86","0.07","29.52","73.83","11.16","56.21","4.56","55.07","0.05","0","0.2","6.4","60.82","1.39","38.1","0.33","6.01","62.64","","","0","0","","",""
"Mohamed Camacho","Egypt 1.","El Geish","LCB","32","325000","","13","1337","0","0.13","0","0.07","Egypt","","0","5.92","2.42","66.67","5.52","56.1","0.4","5.09","0","0.01","0","3","0.2","0","0","0.13","50","0.34","60","1.35","40","0.4","0.13","0","28","84.86","13.19","76.02","4.04","60","0","0","0.07","2.36","54.29","0.4","16.67","0","4.44","56.06","","","0","0","","",""
"Mohamed Shaaban","Egypt 1.","El Geish","GK","31","200000","","13","1337","0","0","0","0","Egypt","right","0","1.41","0.13","50","0.54","87.5","0","1.79","0","0","0","0","0","0","0","0","0","0","0","0.34","80","0","0","0","10.23","78.29","7.07","72.38","4.78","60.56","0","0","0","1.35","65","0.13","50","0","3.3","73.47","1.21","3.16","61.7","1.12","-1.43","-0.096","1.55"
"Ahmed Hamed Shousha","Egypt 1.","Ghazl El Mehalla","LCB","32","175000","2028-06-30","13","1330","3","2.64","0","0.09","Egypt","","0","7.92","3.25","66.67","3.86","56.14","0.61","7.41","0.07","0.18","0","10","0.68","70","30","0","0","0","0","0.54","62.5","0.41","0.54","0.07","33.97","81.27","19.56","74.39","10.15","63.33","0.01","0","0","7.31","63.89","0.54","12.5","0.2","11.23","72.89","","","0","0","","",""
"H. Reyad","Egypt 1.","Petrojet","RCB","27","0","2028-06-30","13","1329","1","0.58","0","0.28","Egypt","","0","10.36","2.71","82.5","7.11","65.71","1.22","9.79","0.07","0.04","0.07","7","0.47","14.29","14.286","0","0","0","0","0.34","40","0.41","0.07","0","21.67","68.13","14.15","59.81","8.53","56.35","0.02","0","0","4.81","52.11","0.47","14.29","0.07","7.86","62.93","","","0","0","","",""
"Aly Lotfi","Egypt 1.","ZED FC","GK","36","250000","2027-06-30","13","1329","0","0","0","0","Egypt","right","187","1.9","0.07","100","0.74","72.73","0","2.73","0","0","0","0","0","0","0","0","0","0","0","0.2","66.67","0","0","0","15.51","87.34","7.92","79.49","5.49","66.67","0","0","0","0.88","61.54","0.07","0","0","4","76.27","0.81","3.66","77.78","0.91","1.49","0.101","1.35"
"M. Ali Okasha","Egypt 1.","Petrojet","RDMF, LDMF","27","0","2026-06-30","13","1325","0","0.14","0","0.16","Egypt","right","0","11.21","9.03","65.41","4.21","45.16","0.14","5.72","0","0.01","0","10","0.68","10","0","0.95","35.71","0.61","44.44","3.87","28.07","0.07","0.75","0.14","31.79","76.07","13.65","65.67","6.79","52","0.01","0.07","0","7.54","64.86","1.63","50","0.54","6.79","69","","","0","0","","",""
"A. Sulieman","Egypt 1.","Kahraba Ismailia","CF, LW, RW","25","0","","15","1317","4","5.66","1","0.97","Eritrea","","0","2.46","1.78","65.38","1.3","5.26","0","1.81","0.14","0.39","0","36","2.46","44.44","11.111","1.37","25","3.62","56.6","7.18","42.86","2.46","2.26","0.41","9.91","61.38","2.32","58.82","0.75","45.45","0.07","0.07","0.34","0.96","57.14","1.3","47.37","0.41","1.57","78.26","","","0","0","","",""
"Ibrahim Abdelhakim","Egypt 1.","Haras El Hodood","RCB, LCB","22","0","2026-06-30","13","1313","3","1.06","0","0.1","Egypt","","0","8.16","5.55","69.14","5.07","66.22","0.55","5.67","0.21","0.07","0.21","7","0.48","57.14","42.857","0","0","0.07","0","0.34","0","0.55","0.14","0","27.01","79.95","13.71","68","8.29","52.07","0.01","0","0","4.66","50","0.48","14.29","0.07","6.79","73.74","","","0","0","","",""
"Y. Zakaria","Egypt 1.","Ghazl El Mehalla","LB","24","0","2029-06-30","14","1308","0","0.19","0","0.3","Egypt","","0","5.16","4.06","59.32","1.72","48","0","3.44","0","0.01","0","2","0.14","100","0","2.41","48.57","1.31","47.37","3.72","33.33","0.28","1.44","0.07","33.78","73.73","16.03","65.24","6.4","52.69","0.02","0.07","0.14","5.71","62.65","2.61","47.37","0.41","9.77","76.06","","","0","0","","",""
"M. Rabia","Egypt 1.","ZED FC","LB","29","0","2028-06-30","13","1294","1","0.57","0","0.03","Egypt","","0","7.44","5.22","57.33","3.69","49.06","0.14","6.38","0.07","0.04","0.07","6","0.42","33.33","16.667","0.77","45.45","0.7","60","2.85","46.34","0.83","0.49","0","35.26","80.87","15.72","68.58","4.73","48.53","0","0","0","5.84","55.95","1.04","33.33","0.21","8.28","68.07","","","0","0","","",""
"A. Tarek","Egypt 1.","ZED FC","LCB","24","0","","13","1291","0","0.78","0","0.4","Egypt","","0","6.34","3.35","70.83","5.09","65.75","0.42","5.09","0","0.05","0","4","0.28","25","0","0","0","0.14","100","1.25","66.67","0.63","0.14","0","34.86","82.8","16.31","72.22","6","51.16","0.03","0","0.07","3.28","59.57","0.28","75","0.35","7.04","52.48","","","0","0","","",""
"R. Arfaoui","Egypt 1.","Ghazl El Mehalla","AMF, LCMF, CF","29","500000","2027-06-30","13","1273","1","0.85","1","1.43","Tunisia","","0","3.46","3.39","52.08","1.48","23.81","0.07","1.91","0.07","0.06","0","10","0.71","30","10","1.63","47.83","3.53","50","10.68","42.38","1.2","0.78","0.07","28","77.27","8.2","62.93","3.25","39.13","0.1","0.21","0.21","3.32","55.32","3.25","54.35","0.92","3.96","76.79","","","0","0","","",""
"Ali Hamdi","Egypt 1.","El Geish","LCMF, DMF","26","0","","13","1270","0","0.33","0","0.16","Egypt","right","0","9.07","5.39","69.74","1.56","36.36","0.43","5.91","0","0.02","0","13","0.92","15.38","0","1.49","33.33","0.43","83.33","3.69","36.54","0.35","1.28","0.21","44.93","79.81","19.06","71","8.43","63.03","0.01","0.07","0.07","10.7","66.23","2.83","45","1.06","10.98","77.42","","","0","0","","",""
"M. Konta","Egypt 1.","Ismaily","RCMF, DMF, LCMF","18","0","2030-06-30","13","1250","1","0.12","0","0.06","Egypt","","0","8.71","7.2","61","2.02","46.43","0.07","5","0.07","0.01","0","8","0.58","25","12.5","0.22","33.33","0.5","42.86","4.97","37.68","0.07","0.58","0","34.92","78.56","12.74","61.02","6.7","50.54","0","0","0.07","5.11","54.93","1.37","36.84","0.29","6.19","59.3","","","0","0","","",""
"Osama Faisal","Egypt 1.","National Bank of Egypt","CF, LAMF, RAMF","25","400000","2027-06-30","13","1249","4","5.28","0","0.89","Egypt","left","0","3.39","2.45","64.71","4.18","37.93","0","2.69","0.22","0.38","0","30","2.16","30","13.333","1.22","17.65","3.03","40.48","11.67","32.72","3.46","1.87","0.14","25","70.32","7.21","64","0.94","23.08","0.06","0.07","0.22","2.02","50","1.87","46.15","1.15","3.03","59.52","","","0","0","","",""
"Ali Fawzi","Egypt 1.","Modern Sport","RB","33","400000","2027-06-30","12","1246","2","2.28","4","2.3","Egypt","right","176","6.07","4.77","65.15","0.65","33.33","0","3.76","0","0.16","0","3","0.22","66.67","66.667","4.84","31.34","1.73","58.33","3.97","41.82","0.36","1.08","0.51","36.04","78.36","15.39","78.87","5.13","60.56","0.17","0","0.29","5.49","76.32","3.83","43.4","0.43","9.17","81.89","","","0","0","","",""
"Amr El Solia","Egypt 1.","Ceramica","DMF, RDMF, RCMF","35","600000","2026-06-30","13","1245","3","2.18","0","0.72","Egypt","right","185","7.66","4.34","78.33","4.05","53.57","0.22","6.88","0.22","0.16","0","9","0.65","44.44","33.333","0.29","50","0.43","66.67","2.24","35.48","0.72","0.51","0.07","57.18","85.34","21.11","74.32","7.45","57.28","0.05","0","0.29","10.63","69.39","2.39","63.64","1.3","10.41","81.25","","","0","0","","",""
"Mahmoud Abou El Saoud","Egypt 1.","Al Mokawloon","GK","38","250000","","12","1241","0","0","0","0","Egypt","right","186","0.94","0.07","0","0.51","85.71","0","1.62","0","0","0","0","0","0","0","0","0","0","0","0.15","100","0","0","0","9.86","81.62","6.96","75","4.28","62.71","0","0","0","1.23","35.29","0.07","0","0","3.26","75.56","0.94","2.61","63.89","0.83","-1.54","-0.112","1.52"
"Sobhi Soliman","Egypt 1.","Al Ittihad","GK","29","150000","2028-06-30","12","1237","0","0","0","0","Egypt","right","0","1.24","0.07","100","0.44","100","0","1.58","0","0","0","0","0","0","0","0","0","0","0","0.29","75","0","0","0.07","12.3","82.25","8.37","76.52","5.75","68.35","0","0","0","2.76","60.53","0.07","100","0.15","4.8","84.85","1.24","4.95","75","1.22","-0.17","-0.012","1.46"
"F. Lakay","Egypt 1.","Ceramica","CF, AMF","28","600000","","13","1236","2","2.85","3","2.29","South Africa","right","170","2.99","2.62","52.78","2.04","28.57","0.15","2.83","0.15","0.21","0","17","1.24","35.29","11.765","0.8","45.45","2.4","45.45","10.27","40.43","3.06","0.58","0.07","34.37","80.08","8.01","66.36","0.58","37.5","0.17","0.07","0.66","3.71","62.75","1.6","59.09","1.53","3.57","69.39","","","0","0","","",""
"Khaled Awad","Egypt 1.","El Geish","RB","22","0","2028-06-30","13","1231","0","0.01","0","0.38","Egypt","","0","8.33","4.39","78.33","3.07","59.52","0.73","6.53","0","0","0","2","0.15","0","0","3.29","33.33","1.75","58.33","5.56","46.05","0.07","1.61","0.44","33.7","76.57","12.65","73.99","2.92","65","0.03","0","0.15","3.58","69.39","2.78","44.74","0.29","7.38","72.28","","","0","0","","",""
"Islam Issa","Egypt 1.","Ceramica","LAMF, AMF, RAMF","29","500000","2027-06-30","14","1230","1","3.04","1","1.96","Egypt","right","0","5.85","3.44","70.21","1.83","32","0.29","4.96","0.07","0.22","0.07","15","1.1","46.67","6.667","1.39","36.84","2.27","58.06","7.1","42.27","3.88","1.46","0.22","34.1","76.61","6.8","58.06","1.98","59.26","0.14","0.15","0.22","2.12","65.52","2.34","53.13","1.39","3.73","68.63","","","0","0","","",""
"Mohamed Dabash","Egypt 1.","Smouha","LCB, RCB","33","150000","2027-06-30","12","1221","0","0.82","0","0","Egypt","right","180","5.23","2.21","60","3.91","62.26","0.15","6.21","0","0.06","0","3","0.22","0","0","0","0","0.07","0","0.52","28.57","0.52","0.29","0.07","31.92","84.76","12.9","70.29","7.67","63.46","0","0","0","3.69","60","0.59","62.5","0.29","6.27","68.24","","","0","0","","",""
"Mohamed Toni","Egypt 1.","Al Ittihad","LCMF, LDMF","29","300000","2026-06-30","13","1217","0","0.64","0","1.57","Egypt","both","178","8.28","7.03","62.11","1.85","56","0.15","5.29","0","0.05","0","12","0.89","16.67","0","0.44","33.33","0.52","71.43","3.92","43.4","0.44","0.67","0.07","42.6","88.89","13.53","82.51","5.03","72.06","0.12","0.07","0.3","6.29","78.82","1.55","57.14","0.89","7.47","86.14","","","0","0","","",""
"M. Alaa","Egypt 1.","El Gounah","GK","26","0","2027-06-30","12","1215","0","0","0","0.09","Egypt","unknown","0","1.93","0.22","33.33","0.52","100","0","2.32","0","0","0","0","0","0","0","0","0","0","0","0.3","100","0","0","0","13.63","66.85","10.15","57.66","8.3","50","0.01","0","0.07","5.11","39.13","0.67","0","0","5.19","74.29","0.74","3.04","75.61","0.97","3.07","0.227","2.37"
"Ahmed El Sageery","Egypt 1.","ZED FC","RDMF, RCMF","27","0","","13","1210","0","0.24","0","0.54","Egypt","","0","5.06","2.75","64.86","2.45","33.33","0.22","4.85","0","0.02","0","6","0.45","16.67","0","0.89","41.67","0.45","50","2.38","43.75","0.15","0.52","0.07","40.61","83.33","15.84","73.71","5.73","49.35","0.04","0.07","0.15","8.4","69.91","1.71","39.13","0.45","8.03","75.93","","","0","0","","",""
"Mohamed Ammar","Egypt 1.","Ismaily","LCB, RCB","26","150000","2027-06-30","12","1206","2","1.23","0","0","Egypt","right","182","10.67","6.34","84.71","7.01","59.57","0.6","6.8","0.07","0.09","0.07","7","0.52","71.43","28.571","0.15","0","0.37","100","1.64","59.09","0.67","0.22","0.07","32.91","77.55","16.64","67.71","8.73","51.28","0","0","0","5.9","54.43","0.52","28.57","0.15","8.43","54.87","","","0","0","","",""
"A. Mohamed","Egypt 1.","Ismaily","RB, LCB","23","0","","13","1203","2","1.45","0","0.26","Egypt","unknown","0","7.93","5.24","71.43","4.86","63.08","0.3","5.06","0.15","0.11","0.15","5","0.37","60","40","0.75","30","0.07","0","1.12","53.33","0.82","0.15","0","21.92","77.47","9.65","65.12","2.54","35.29","0.02","0","0.07","2.32","67.74","0.67","33.33","0.07","4.86","55.38","","","0","0","","",""
"Karim Yehia","Egypt 1.","Kahraba Ismailia","RCB, RB","27","100000","2027-06-30","13","1201","0","0.24","0","0.05","Egypt","right","184","5.92","4.05","61.11","4.65","45.16","0.37","4.38","0","0.02","0","5","0.37","20","0","0.75","20","0","0","1.2","25","0.67","0.22","0.07","24.5","75.54","13.94","70.97","5.25","52.86","0","0","0.07","3.82","64.71","0.82","27.27","0.15","6.82","63.74","","","0","0","","",""
"I. Ouro-Agoro","Egypt 1.","El Geish","CF","29","0","2027-06-30","12","1199","2","3.1","1","1.01","Togo","left","182","3.23","2.93","56.41","10.43","37.41","0.15","2.05","0.08","0.23","0","32","2.4","34.38","6.25","1.05","21.43","3","55","9.98","30.08","3.38","1.28","0","16.74","70.4","3.83","52.94","0.45","16.67","0.08","0.08","0.23","1.58","57.14","1.05","42.86","0.68","1.95","61.54","","","0","0","","",""
"Mohamed Sobhi","Egypt 1.","Zamalek","GK","26","800000","2028-06-30","12","1194","0","0","0","0.28","Egypt","right","185","0.83","0.08","100","0.83","100","0","1.23","0","0","0","0","0","0","0","0.08","0","0","0","0.3","100","0","0","0","22.24","88.47","9.5","76.98","6.56","64.37","0.02","0","0.08","1.28","35.29","0.23","33.33","0.08","4.15","70.91","0.6","2.04","70.37","0.72","1.57","0.118","2.04"
"M. Roqa","Egypt 1.","Haras El Hodood","DMF, RDMF, LCMF","32","0","","13","1189","1","0.89","0","0.68","Egypt","right","175","7.12","2.57","67.65","1.06","21.43","0.45","6.88","0","0.07","0","12","0.91","25","8.333","0.23","33.33","0.83","72.73","1.36","55.56","0.08","0.23","0","36.94","81.97","13.17","70.69","7.42","52.04","0.05","0","0","6.74","65.17","1.14","20","0.15","7.8","69.9","","","0","0","","",""
"Hossam Abdelsalam","Egypt 1.","Zamalek","LCB","24","0","2027-06-30","12","1181","1","1.68","0","0.01","Egypt","","0","6.02","3.73","71.43","6.17","77.78","0.15","4.75","0","0.13","0","12","0.91","25","8.333","0.08","0","0","0","1.22","56.25","0.84","1.52","0","52.66","89","22.4","80.95","7.24","52.63","0","0","0","6.48","72.94","0.46","16.67","0.15","8.76","78.26","","","0","0","","",""
"A. Amer","Egypt 1.","Smouha","LB","34","200000","","12","1161","0","0.25","1","0.59","Egypt","","0","9.38","5.81","76","3.57","60.87","0.08","7.47","0","0.02","0","5","0.39","60","0","1.94","32","0.78","40","2.79","47.22","0.93","0.54","0","31.16","73.38","17.21","69.82","7.75","62","0.05","0.08","0.39","5.58","62.5","2.09","29.63","0.31","8.68","76.79","","","0","0","","",""
"H. Ibrahim","Egypt 1.","El Gounah","RDMF, RCMF, LCMF","23","0","2026-06-30","12","1156","0","1.16","0","0.74","Ghana","unknown","0","6.85","4.98","71.88","3.04","28.21","0.08","4.42","0","0.09","0","12","0.93","50","0","0.47","33.33","1.17","66.67","4.13","54.72","0.47","0.54","0.08","29.58","77.63","11.91","63.4","2.96","50","0.06","0","0","6.46","51.81","1.17","60","0.7","4.67","70","","","0","0","","",""
"A. Amoory","Egypt 1.","Ghazl El Mehalla","RB","27","0","2026-06-30","12","1153","1","0.74","0","0.74","Egypt","unknown","0","9.99","5.93","73.68","5.07","60","0.47","6.33","0.08","0.06","0","9","0.7","11.11","11.111","2.97","39.47","1.25","56.25","3.28","33.33","1.01","0.47","0.23","25.52","73.09","13.35","69.01","5.23","50.75","0.06","0","0.23","4.84","67.74","2.03","57.69","0.23","8.35","75.7","","","0","0","","",""
"Ahmed Bahbah","Egypt 1.","Petrojet","LCB, CF","32","0","2026-06-30","14","1153","1","0.92","1","0.26","Egypt","","0","8.04","5.23","65.67","9.29","47.06","0.23","5.54","0.08","0.07","0.08","8","0.62","25","12.5","0.31","25","0.39","40","2.89","27.03","1.17","0.39","0.08","15.77","68.32","8.74","58.04","5.23","56.72","0.02","0","0.08","3.51","53.33","0.7","33.33","0.23","4.76","60.66","","","0","0","","",""
"A. Liadi","Egypt 1.","Al Ittihad","RB","23","0","2027-06-30","14","1143","0","0.19","2","0.8","Nigeria","","0","7.87","6.22","68.35","1.02","23.08","0.08","5.11","0","0.01","0","4","0.31","25","0","2.83","16.67","1.97","56","6.22","54.43","0.63","1.81","0.63","26.54","69.73","10.79","64.96","5.2","56.06","0.06","0.08","0.39","4.72","68.33","2.68","35.29","0.47","7.17","67.03","","","0","0","","",""
"A. El Solia","Egypt 1.","Ceramica","DMF, RCMF","35","0","","12","1140","2","1.75","0","0.69","Egypt","right","0","7.82","4.34","76.36","3.95","54","0.24","7.36","0.16","0.14","0","8","0.63","37.5","25","0.32","50","0.47","66.67","2.29","34.48","0.71","0.55","0.08","58.58","85.44","21.24","74.35","7.5","56.84","0.05","0","0.16","11.13","69.5","2.37","60","1.26","10.82","81.02","","","0","0","","",""
"Mohamed El Deghemy","Egypt 1.","Haras El Hodood","RB, RWB","32","0","2026-06-30","12","1138","0","0.12","0","1.01","Egypt","right","174","8.07","5.46","57.97","3.4","46.51","0.08","5.84","0","0.01","0","2","0.16","100","0","2.45","45.16","1.66","71.43","3.56","57.78","0.47","0.47","0","26.65","69.14","14.24","59.44","5.38","36.76","0.08","0","0.16","5.06","50","2.53","40.63","0.24","7.83","63.64","","","0","0","","",""
"M. Ismail","Egypt 1.","Al Mokawloon","LCB","32","0","2028-06-30","12","1137","0","0.35","0","0.24","Egypt","left","187","7.2","4.43","57.14","6.49","48.78","0.55","6.94","0","0.03","0","4","0.32","75","0","0.16","100","0.08","100","0.24","66.67","0.63","0.4","0.08","29.45","78.76","15.99","72.77","7.2","56.04","0.02","0","0","4.91","53.23","0.63","50","0.4","7.44","71.28","","","0","0","","",""
"Mohamed Hany","Egypt 1.","Al Ahly","RB","30","1500000","2027-06-30","11","1134","0","0.18","2","1.43","Egypt","right","180","5.87","4.44","67.86","1.75","54.55","0","4.95","0","0.01","0","6","0.48","50","0","4.44","48.21","1.98","64","4.29","48.15","0.95","1.43","0.16","45.4","82.17","17.78","76.79","4.84","60.66","0.11","0.24","0.71","8.97","76.99","6.11","57.14","1.43","12.86","87.04","","","0","0","","",""
"Abdel Aziz El Balouti","Egypt 1.","National Bank of Egypt","GK","32","150000","2027-06-30","11","1133","0","0","0","0","Egypt","","0","1.03","0","0","0.56","85.71","0","1.7","0","0","0","0","0","0","0","0","0","0","0","0.16","100","0","0","0","13.82","91.95","6.67","86.9","3.5","75","0","0","0","0.56","57.14","0","0","0","2.7","82.35","0.48","1.91","75","0.69","2.65","0.211","1.51"
"M. Mohamed Abdelkader Amer","Egypt 1.","Pharco","RCB, CB","21","0","","13","1129","0","0.03","0","0","Egypt","unknown","0","7.49","5.34","74.63","3.59","44.44","0.56","3.58","0","0","0","1","0.08","0","0","0","0","0.4","80","1.83","47.83","0.32","0.24","0","21.92","76","11.24","65.25","6.3","51.9","0","0","0","4.07","52.94","0.4","0","0","5.9","63.51","","","0","0","","",""
"Mohamed Ashraf Roqa","Egypt 1.","Haras El Hodood","DMF, LCMF, RDMF","32","0","2026-06-30","12","1127","1","0.89","0","0.68","Egypt","right","175","7.43","2.56","68.75","1.12","21.43","0.48","7.23","0","0.07","0","11","0.88","27.27","9.091","0.24","33.33","0.8","70","1.28","50","0","0.08","0","36.1","82.52","12.78","71.25","6.95","51.72","0.05","0","0","6.47","66.67","0.88","18.18","0.08","7.35","69.57","","","0","0","","",""
"Abdel Karim Shehata","Egypt 1.","Ismaily","LB, LCB","22","0","","12","1122","0","0.23","2","0.48","Egypt","","0","9.79","5.29","72.73","5.29","71.21","0.16","7.95","0","0.02","0","6","0.48","16.67","0","2.49","16.13","2.33","55.17","7.14","44.94","0.4","1.12","0","31.36","68.03","16.12","57.71","6.34","45.57","0.04","0","0.24","5.61","55.71","2.57","21.88","0.48","8.5","60.38","","","0","0","","",""
"A. Hamza","Egypt 1.","Kahraba Ismailia","LCMF, RCMF","30","0","","14","1121","1","0.91","0","0.22","Egypt","","0","6.74","5.94","55.41","3.61","44.44","0.08","4.75","0.08","0.07","0","10","0.8","50","10","0.64","25","0.8","30","3.69","43.48","0.72","0.64","0.08","26.17","76.99","8.43","60.95","4.17","42.31","0.02","0.08","0.08","5.22","49.23","1.36","35.29","0.48","4.9","67.21","","","0","0","","",""
"Ahmed Samy","Egypt 1.","Pyramids","LCB","34","500000","2027-06-30","11","1120","0","0.96","0","0.13","Egypt","right","184","5.95","3.7","73.91","5.22","55.38","0.24","6.03","0","0.08","0","5","0.4","20","0","0.08","100","0.24","100","1.29","68.75","0.56","2.65","0","56.33","90.44","20.49","81.57","5.79","61.11","0.01","0","0","7.07","76.14","0.8","30","0.16","8.28","74.76","","","0","0","","",""
"J. Ochaya","Egypt 1.","Al Mokawloon","LB","32","450000","","12","1116","0","0.5","1","1.63","Uganda","left","188","8.71","5.73","63.38","2.9","55.56","0.24","8.16","0","0.04","0","11","0.89","36.36","0","2.98","35.14","0.56","71.43","2.26","21.43","0.81","0.16","0","32.26","72","15.65","65.46","4.76","37.29","0.13","0","0.4","6.37","59.49","3.23","37.5","0.32","9.68","75","","","0","0","","",""
"Ahmed Al Shenawy","Egypt 1.","Pyramids","GK","34","800000","2029-06-30","11","1114","0","0","0","0","Egypt","right","195","1.21","0","0","0.57","100","0","2.3","0","0","0","0","0","0","0","0","0","0","0","0.08","100","0","0","0","16.89","85.65","8.08","73","4.36","51.85","0","0","0","0.48","33.33","0","0","0","3.23","55","0.57","1.37","58.82","0.52","-0.6","-0.048","1.45"
